"dist","weights","X0","Y0","X1","Y1"
0.461139896373057,1,146.48125,-43.52875,146.51125,-43.50875
0.673202614379085,1,146.48125,-43.52875,146.17625,-43.43125
0.762886597938144,1,146.48125,-43.52875,147.01125,-43.42125
0.67741935483871,1,146.48125,-43.52875,147.10125,-43.40625
0.615384615384615,1,146.48125,-43.52875,146.12875,-43.36875
0.8875,1,146.48125,-43.52875,146.00125,-43.34125
0.925465838509317,1,146.48125,-43.52875,147.32125,-43.31875
0.949044585987261,1,146.48125,-43.52875,146.94625,-43.18625
0.969387755102041,1,146.48125,-43.52875,147.74875,-43.10375
0.87378640776699,1,146.48125,-43.52875,147.86375,-43.10375
0.986301369863014,1,146.48125,-43.52875,146.68625,-43.09625
0.954802259887006,1,146.48125,-43.52875,147.32625,-43.09125
0.935185185185185,1,146.48125,-43.52875,147.03125,-43.08625
0.797619047619048,1,146.48125,-43.52875,147.27875,-43.08625
0.872611464968153,1,146.48125,-43.52875,147.23875,-43.08375
0.867549668874172,1,146.48125,-43.52875,147.26875,-43.07875
0.975757575757576,1,146.48125,-43.52875,146.70375,-43.07375
0.83419689119171,1,146.48125,-43.52875,147.19875,-43.06125
0.83728813559322,1,146.48125,-43.52875,147.86875,-43.04875
0.758389261744966,1,146.48125,-43.52875,147.91875,-43.02375
0.922651933701657,1,146.48125,-43.52875,147.34375,-42.92375
0.920529801324503,1,146.48125,-43.52875,147.85375,-42.90875
0.884057971014493,1,146.48125,-43.52875,146.55125,-42.89875
0.966480446927374,1,146.48125,-43.52875,147.23125,-42.89875
0.953125,1,146.48125,-43.52875,147.41875,-42.88625
0.864197530864198,1,146.48125,-43.52875,147.40875,-42.87125
0.953488372093023,1,146.48125,-43.52875,147.17875,-42.84625
1,1,146.48125,-43.52875,147.41375,-42.84625
0.536842105263158,1,146.48125,-43.52875,147.40375,-42.83625
0.927927927927928,1,146.48125,-43.52875,147.18125,-42.82625
1,1,146.48125,-43.52875,147.32625,-42.82625
