Observed,Predicted,Linked,Residual,Pearsons
0.932886,2.515100,0.919145,0.013741,0.050404
0.503106,0.830905,0.564345,-0.061239,-0.123505
0.933702,2.330564,0.902759,0.030943,0.104436
0.781818,1.406370,0.754969,0.026849,0.062424
0.646341,1.194634,0.697185,-0.050844,-0.110657
0.517241,0.958621,0.616579,-0.099338,-0.204306
0.593220,1.201803,0.699348,-0.106128,-0.231447
1.000000,2.569450,0.923422,0.076578,0.287972
0.394231,0.889266,0.589043,-0.194812,-0.395952
0.719298,1.389924,0.750906,-0.031608,-0.073083
0.702381,0.961870,0.617822,0.084559,0.174018
0.549669,0.977644,0.623804,-0.074135,-0.153035
0.604651,1.101651,0.667678,-0.063027,-0.133802
0.915152,2.492562,0.917302,-0.002150,-0.007807
0.722222,0.997356,0.631147,0.091075,0.188759
0.736041,1.108585,0.669975,0.066066,0.140501
0.896552,2.266972,0.896374,0.000178,0.000582
0.615023,1.396628,0.752570,-0.137547,-0.318751
0.539474,0.987542,0.627509,-0.088035,-0.182090
0.500000,0.987902,0.627643,-0.127643,-0.264034
0.651007,1.041136,0.646947,0.004060,0.008496
0.638889,1.304496,0.728691,-0.089802,-0.201967
0.646259,1.000987,0.632483,0.013776,0.028572
0.508197,0.981220,0.625147,-0.116950,-0.241589
0.775148,1.974262,0.861136,-0.085988,-0.248662
0.671795,1.046134,0.648707,0.023088,0.048365
0.632653,1.066992,0.655958,-0.023305,-0.049058
0.589474,1.353861,0.741759,-0.152285,-0.347947
0.619718,0.996712,0.630909,-0.011191,-0.023191
0.660606,1.355420,0.742161,-0.081555,-0.186435
0.975758,3.098648,0.954890,0.020868,0.100547
0.645714,1.371207,0.746200,-0.100486,-0.230903
0.677852,1.313231,0.731050,-0.053198,-0.119974
0.630952,1.056498,0.652329,-0.021377,-0.044888
0.840000,1.069813,0.656927,0.183073,0.385631
0.962963,3.296317,0.962981,-0.000018,-0.000094
0.926829,3.058414,0.953038,-0.026209,-0.123885
0.769231,1.857347,0.843914,-0.074683,-0.205773
0.566667,1.104760,0.668710,-0.102043,-0.216799
0.451477,1.100546,0.667311,-0.215834,-0.458074
0.707317,1.106071,0.669144,0.038173,0.081130
0.484163,1.102626,0.668002,-0.183839,-0.390374
0.595855,1.329086,0.735281,-0.139426,-0.316027
0.618421,1.291215,0.725063,-0.106642,-0.238850
0.805195,1.563802,0.790661,0.014534,0.035724
0.610063,1.220154,0.704815,-0.094752,-0.207733
0.888889,2.404332,0.909674,-0.020785,-0.072511
0.975610,2.898477,0.944893,0.030717,0.134612
0.673203,1.248556,0.713081,-0.039878,-0.088163
0.938272,2.937770,0.947016,-0.008744,-0.039037
0.691429,1.425218,0.759544,-0.068115,-0.159385
0.639485,1.300832,0.727695,-0.088210,-0.198159
0.868852,1.759503,0.827870,0.040982,0.108564
0.883721,2.398771,0.909170,-0.025449,-0.088561
0.974359,3.655471,0.974151,0.000208,0.001313
0.933775,3.156806,0.957439,-0.023664,-0.117224
0.722772,1.321019,0.733137,-0.010365,-0.023433
0.698113,1.317656,0.732238,-0.034125,-0.077067
0.640212,1.559358,0.789729,-0.149517,-0.366912
0.783784,1.260566,0.716506,0.067278,0.149276
0.762238,1.494785,0.775703,-0.013465,-0.032281
0.845070,2.230863,0.892564,-0.047494,-0.153373
0.944056,3.006131,0.950517,-0.006461,-0.029793
0.753247,1.269151,0.718930,0.034317,0.076341
0.621622,1.367390,0.745229,-0.123607,-0.283676
0.885057,2.758928,0.936640,-0.051583,-0.211747
0.873239,2.759461,0.936674,-0.063435,-0.260462
0.696203,1.631998,0.804461,-0.108258,-0.272956
0.891304,2.576031,0.923925,-0.032621,-0.123042
0.739726,1.373483,0.746777,-0.007051,-0.016213
0.552941,1.328102,0.735020,-0.182079,-0.412577
0.589928,1.288733,0.724380,-0.134452,-0.300905
0.913043,2.138812,0.882205,0.030838,0.095661
0.698630,1.431305,0.761003,-0.062373,-0.146255
0.896774,2.322795,0.902001,-0.005227,-0.017580
0.592593,1.188239,0.695242,-0.102649,-0.223003
0.753425,1.057751,0.652764,0.100661,0.211432
0.890411,2.388334,0.908218,-0.017807,-0.061674
0.905405,2.205817,0.889839,0.015566,0.049716
0.865854,2.148527,0.883344,-0.017490,-0.054485
0.555556,1.499699,0.776803,-0.221247,-0.531345
0.875000,2.360406,0.905618,-0.030618,-0.104728
0.604651,1.509258,0.778926,-0.174275,-0.419970
0.653333,1.359494,0.743209,-0.089876,-0.205731
0.715789,1.406141,0.754913,-0.039124,-0.090956
0.884058,2.159001,0.884560,-0.000502,-0.001570
0.593407,1.375158,0.747200,-0.153793,-0.353860
0.641026,1.337870,0.737596,-0.096570,-0.219506
0.894040,1.860045,0.844334,0.049706,0.137105
0.726027,1.346613,0.739880,-0.013853,-0.031578
0.708609,1.613807,0.800872,-0.092263,-0.231036
0.659091,1.318632,0.732499,-0.073408,-0.165836
0.536842,1.475384,0.771309,-0.234467,-0.558269
0.542553,1.613921,0.800895,-0.258342,-0.646942
0.710526,1.613891,0.800889,-0.090363,-0.226285
0.675325,1.270403,0.719281,-0.043956,-0.097822
0.500000,1.328215,0.735050,-0.235050,-0.532624
0.673469,1.393183,0.751716,-0.078247,-0.181120
0.834646,1.408179,0.755412,0.079234,0.184333
0.643836,1.386046,0.749938,-0.106102,-0.245011
0.930556,1.299770,0.727406,0.203150,0.456216
0.712500,1.447423,0.764825,-0.052325,-0.123375
0.678261,1.435667,0.762043,-0.083782,-0.196750
0.920530,1.781289,0.831579,0.088951,0.237684
0.711191,1.351491,0.741146,-0.029955,-0.068390
0.793427,1.911844,0.852192,-0.058765,-0.165579
0.902778,1.726134,0.822029,0.080749,0.211115
0.693694,1.560624,0.789995,-0.096301,-0.236431
0.765182,1.893962,0.849526,-0.084344,-0.235902
0.910448,1.853220,0.843268,0.067180,0.184789
0.780822,1.704011,0.818048,-0.037226,-0.096489
0.850575,1.688759,0.815251,0.035324,0.091018
0.885714,1.942520,0.856658,0.029056,0.082918
0.981132,2.443971,0.913185,0.067947,0.241321
0.571429,1.321981,0.733393,-0.161964,-0.366282
0.981818,1.979588,0.861874,0.119944,0.347632
0.963303,2.189179,0.887991,0.075312,0.238799
0.949580,2.344538,0.904109,0.045471,0.154432
1.000000,2.247578,0.894345,0.105655,0.343710
0.931034,1.544483,0.786578,0.144456,0.352570
0.934641,2.461113,0.914660,0.019981,0.071517
0.948276,2.425531,0.911569,0.036707,0.129287
0.946903,2.406343,0.909856,0.037047,0.129360
0.895833,2.427789,0.911768,-0.015935,-0.056183
0.965812,2.358109,0.905401,0.060411,0.206420
0.890909,1.047510,0.649190,0.241719,0.506511
0.977528,2.637055,0.928428,0.049100,0.190473
0.957746,2.371150,0.906627,0.051119,0.175695
0.781513,1.268625,0.718782,0.062731,0.139528
0.987342,2.652068,0.929495,0.057847,0.225969
0.958763,2.538997,0.921054,0.037709,0.139841
0.938144,2.510771,0.918794,0.019350,0.070839
0.936170,2.564367,0.923032,0.013138,0.049291
1.000000,2.527154,0.920114,0.079886,0.294656
0.978261,2.516151,0.919230,0.059031,0.216642
0.937500,2.448243,0.913555,0.023945,0.085209
0.947368,2.151467,0.883687,0.063681,0.198632
0.985714,2.516378,0.919248,0.066466,0.243952
1.000000,2.619721,0.927177,0.072823,0.280255
0.985185,2.534120,0.920669,0.064516,0.238724
1.000000,2.607443,0.926277,0.073723,0.282118
0.872727,2.082982,0.875442,-0.002715,-0.008221
0.781818,1.498005,0.776424,0.005394,0.012946
0.950000,2.069164,0.873709,0.076291,0.229671
1.000000,2.579456,0.924185,0.075815,0.286417
0.893805,2.591139,0.925065,-0.031260,-0.118732
0.726316,2.628096,0.927784,-0.201468,-0.778335
0.751553,1.697823,0.816918,-0.065365,-0.169019
0.761468,1.723575,0.821573,-0.060105,-0.156984
0.908497,1.849037,0.842611,0.065886,0.180922
0.904000,2.367160,0.906253,-0.002253,-0.007731
0.879121,2.366342,0.906177,-0.027056,-0.092789
0.889908,2.561700,0.922827,-0.032919,-0.123352
0.915663,2.541894,0.921283,-0.005620,-0.020869
0.971014,2.610742,0.926520,0.044494,0.170526
0.958763,2.567189,0.923249,0.035514,0.133413
0.939394,1.983307,0.862387,0.077007,0.223538
0.980769,2.442735,0.913077,0.067692,0.240279
0.775281,1.291170,0.725051,0.050230,0.112500
0.908257,1.955433,0.858497,0.049760,0.142767
1.000000,2.542326,0.921317,0.078683,0.292238
0.607477,1.406525,0.755007,-0.147530,-0.343026
0.983333,2.219709,0.891359,0.091974,0.295557
0.988764,2.479898,0.916248,0.072516,0.261775
0.953125,1.815008,0.837163,0.115962,0.314075
0.965812,1.669895,0.811733,0.154079,0.394139
0.980198,2.079904,0.875058,0.105140,0.317977
1.000000,1.581906,0.794417,0.205583,0.508709
0.972789,2.605218,0.926113,0.046676,0.178434
0.980769,2.621295,0.927291,0.053478,0.205954
0.955224,1.949063,0.857592,0.097632,0.279372
1.000000,2.243438,0.893907,0.106093,0.344506
0.977273,2.005984,0.865472,0.111801,0.327652
0.977011,1.543385,0.786343,0.190668,0.465171
0.954545,1.435702,0.762052,0.192493,0.452045
0.959596,2.365937,0.906139,0.053457,0.183302
0.923077,2.147312,0.883202,0.039875,0.124151
0.915966,1.257095,0.715521,0.200445,0.444282
0.954023,1.257875,0.715743,0.238280,0.528268
0.902913,1.860858,0.844461,0.058452,0.161284
0.968992,1.122239,0.674450,0.294542,0.628584
0.934066,2.137432,0.882043,0.052023,0.161284
0.970000,2.471353,0.915530,0.054470,0.195872
0.964126,2.477758,0.916069,0.048057,0.173314
0.924528,1.464685,0.768849,0.155679,0.369285
0.975610,2.124361,0.880491,0.095119,0.293228
0.940000,1.341345,0.738506,0.201494,0.458515
1.000000,2.500390,0.917947,0.082053,0.298977
0.956044,2.514440,0.919092,0.036952,0.135508
0.956044,1.302488,0.728145,0.227899,0.512229
0.956989,1.403705,0.754315,0.202674,0.470796
0.779817,1.418790,0.757993,0.021824,0.050954
0.887850,2.084685,0.875654,0.012196,0.036961
0.955056,1.365457,0.744736,0.210320,0.482375
0.914530,2.072922,0.874182,0.040348,0.121659
0.936842,2.289999,0.898733,0.038109,0.126321
0.748148,2.185245,0.887550,-0.139402,-0.441257
0.526316,1.547766,0.787277,-0.260961,-0.637684
0.889764,2.275568,0.897261,-0.007497,-0.024694
0.900990,2.415374,0.910666,-0.009676,-0.033924
0.958333,1.694540,0.816316,0.142017,0.366754
0.890110,2.283843,0.898108,-0.007998,-0.026439
0.979167,1.894762,0.849646,0.129521,0.362380
0.851240,2.595863,0.925419,-0.074179,-0.282354
0.911111,2.030668,0.868752,0.042359,0.125444
0.924812,1.894749,0.849644,0.075168,0.210307
0.979381,1.894783,0.849649,0.129732,0.362973
1.000000,2.276137,0.897320,0.102680,0.338275
0.927007,2.314728,0.901207,0.025800,0.086466
0.891304,2.186032,0.887638,0.003666,0.011607
0.849246,2.698206,0.932674,-0.083428,-0.332931
1.000000,2.201186,0.889328,0.110672,0.352767
0.662921,2.568084,0.923318,-0.260397,-0.978616
0.866667,2.402214,0.909483,-0.042816,-0.149224
0.805714,2.351655,0.904789,-0.099075,-0.337554
0.708333,1.901350,0.850633,-0.142300,-0.399215
0.864865,2.731611,0.934886,-0.070021,-0.283798
0.632911,2.423629,0.911400,-0.278489,-0.980028
0.797753,2.300799,0.899821,-0.102068,-0.339957
0.820359,2.925748,0.946375,-0.126016,-0.559389
0.760417,2.546831,0.921671,-0.161254,-0.600148
0.808219,2.668704,0.930658,-0.122439,-0.481977
0.907173,3.128785,0.956229,-0.049056,-0.239783
1.000000,3.102454,0.955061,0.044939,0.216918
1.000000,3.352439,0.965001,0.034999,0.190442
0.971014,2.290201,0.898754,0.072260,0.239546
0.704918,1.342542,0.738819,-0.033901,-0.077175
0.570248,1.130897,0.677256,-0.107008,-0.228882
0.709924,0.896024,0.591811,0.118113,0.240313
0.567164,1.136919,0.679194,-0.112030,-0.240003
0.959596,2.523253,0.919802,0.039794,0.146518
0.527273,0.883811,0.586795,-0.059522,-0.120879
0.781250,1.448896,0.765171,0.016079,0.037932
0.824000,0.924919,0.603436,0.220564,0.450881
0.574074,0.918034,0.600697,-0.026623,-0.054359
0.674419,1.044076,0.647983,0.026436,0.055352
0.918033,2.421633,0.911223,0.006810,0.023942
0.683168,1.062304,0.654342,0.028826,0.060613
0.805195,1.057082,0.652532,0.152663,0.320609
0.954198,2.195975,0.888750,0.065448,0.208141
0.752941,1.455226,0.766652,-0.013711,-0.032418
0.504587,1.038023,0.645846,-0.141259,-0.295362
0.486239,1.038561,0.646036,-0.159797,-0.334166
0.566038,1.019299,0.639152,-0.073114,-0.152243
0.603960,1.362234,0.743912,-0.139952,-0.320645
0.615385,1.051733,0.650668,-0.035283,-0.074006
0.557143,1.013697,0.637125,-0.079982,-0.166342
0.841270,1.905292,0.851221,-0.009951,-0.027962
0.684211,1.097492,0.666293,0.017918,0.037999
0.576923,1.117713,0.672973,-0.096050,-0.204742
0.714286,1.411586,0.756244,-0.041958,-0.097724
0.393939,1.063385,0.654715,-0.260776,-0.548470
0.754098,1.281409,0.722354,0.031744,0.070882
1.000000,3.028229,0.951599,0.048401,0.225529
0.742424,1.297201,0.726704,0.015720,0.035273
0.735849,1.370367,0.745986,-0.010137,-0.023288
0.664000,1.056319,0.652267,0.011733,0.024637
0.831776,1.092923,0.664765,0.167011,0.353783
0.965318,3.225920,0.960281,0.005037,0.025792
0.917355,2.988577,0.949641,-0.032286,-0.147637
0.757576,1.783313,0.831920,-0.074344,-0.198813
0.693431,1.049210,0.649786,0.043645,0.091493
0.639175,1.043737,0.647864,-0.008689,-0.018191
0.702479,1.067892,0.656268,0.046211,0.097297
0.561798,1.064675,0.655160,-0.093362,-0.196421
0.733333,1.385681,0.749847,-0.016514,-0.038129
0.724771,1.347656,0.740151,-0.015380,-0.035071
0.801802,1.493282,0.775366,0.026436,0.063344
0.724138,1.267037,0.718335,0.005803,0.012901
0.900990,2.334244,0.903116,-0.002126,-0.007188
0.933884,2.826841,0.940800,-0.006916,-0.029307
0.745455,1.303024,0.728291,0.017164,0.038584
0.983193,2.867489,0.943159,0.040034,0.172906
0.666667,1.355726,0.742240,-0.075573,-0.172777
0.736842,1.293723,0.725752,0.011090,0.024858
0.842857,1.687926,0.815097,0.027760,0.071505
0.875969,2.327133,0.902425,-0.026456,-0.089155
1.000000,3.584886,0.972260,0.027740,0.168912
0.944444,3.086187,0.954324,-0.009880,-0.047323
0.761006,1.356306,0.742389,0.018617,0.042570
0.775862,1.352906,0.741512,0.034350,0.078460
0.575342,1.487602,0.774086,-0.198744,-0.475257
0.714286,1.194844,0.697249,0.017037,0.037082
0.820000,1.420020,0.758291,0.061709,0.144140
0.838384,2.159248,0.884588,-0.046204,-0.144605
0.920000,2.935551,0.946899,-0.026899,-0.119956
0.747748,1.197419,0.698027,0.049721,0.108297
0.591549,1.293256,0.725624,-0.134075,-0.300482
0.908397,2.688359,0.932008,-0.023611,-0.093792
0.878788,2.688904,0.932045,-0.053257,-0.211613
0.756522,1.560870,0.790047,-0.033525,-0.082315
0.886525,2.505368,0.918354,-0.031829,-0.116241
0.844660,1.299715,0.727390,0.117270,0.263349
0.632075,1.256235,0.715276,-0.083201,-0.184366
0.693617,1.216796,0.703822,-0.010205,-0.022352
0.830508,2.086878,0.875926,-0.045418,-0.137770
0.715909,1.359247,0.743146,-0.027237,-0.062342
0.928571,2.252605,0.894875,0.033696,0.109861
0.613445,1.173329,0.690665,-0.077220,-0.167063
0.728155,1.022899,0.640449,0.087706,0.182771
0.844660,2.318268,0.901556,-0.056896,-0.190982
0.885714,2.135436,0.881807,0.003907,0.012102
0.867769,2.082412,0.875371,-0.007602,-0.023015
0.663866,1.428158,0.760250,-0.096384,-0.225760
0.881188,2.290374,0.898771,-0.017583,-0.058295
0.689922,1.437190,0.762405,-0.072483,-0.170305
0.626168,1.288040,0.724189,-0.098021,-0.219325
0.768707,1.334433,0.736692,0.032015,0.072690
0.914634,2.107372,0.878443,0.036191,0.110752
0.669065,1.303647,0.728460,-0.059395,-0.133546
0.699115,1.268844,0.718844,-0.019729,-0.043884
0.888889,1.797578,0.834300,0.054589,0.146818
0.747573,1.274625,0.720464,0.027109,0.060406
0.666667,1.541856,0.786016,-0.119349,-0.291014
0.729323,1.264713,0.717680,0.011643,0.025867
0.673469,1.403447,0.754252,-0.080783,-0.187635
0.668966,1.541974,0.786042,-0.117076,-0.285482
0.669725,1.541942,0.786035,-0.116310,-0.283612
0.639640,1.198410,0.698326,-0.058686,-0.127861
0.489933,1.273996,0.720288,-0.230355,-0.513203
0.807692,1.338092,0.737654,0.070038,0.159209
0.857820,1.354339,0.741882,0.115938,0.264941
0.631068,1.325172,0.734243,-0.103175,-0.233566
0.960396,1.245001,0.712059,0.248337,0.548443
0.760684,1.394389,0.752015,0.008669,0.020073
0.721925,1.382587,0.749072,-0.027147,-0.062615
0.944444,1.728820,0.822506,0.121938,0.319137
0.803419,1.297775,0.726861,0.076558,0.171820
0.905882,1.860678,0.844433,0.061449,0.169541
0.881188,1.674395,0.812579,0.068609,0.175809
0.731844,1.557057,0.789245,-0.057401,-0.140741
0.833333,1.842715,0.841613,-0.008280,-0.022679
0.924051,1.801767,0.834993,0.089058,0.239928
0.863454,1.754846,0.827066,0.036388,0.096216
0.847328,1.739779,0.824441,0.022887,0.060159
0.848485,1.993560,0.863790,-0.015305,-0.044620
0.971831,2.310476,0.900786,0.071045,0.237649
0.929078,2.336358,0.903321,0.025757,0.087159
0.894040,2.293597,0.899097,-0.005057,-0.016790
0.987013,2.482098,0.916432,0.070581,0.255045
0.831933,1.201762,0.699336,0.132597,0.289168
0.935135,2.363150,0.905877,0.029258,0.100199
0.945946,2.727574,0.934622,0.011324,0.045810
0.875862,2.375128,0.906997,-0.031135,-0.107202
0.921875,2.361634,0.905734,0.016141,0.055240
0.919463,2.474180,0.915768,0.003695,0.013304
0.830986,1.429929,0.760674,0.070312,0.164792
1.000000,2.461907,0.914728,0.085272,0.305322
0.942529,2.477943,0.916084,0.026445,0.095378
0.721854,1.628140,0.803706,-0.081852,-0.206075
0.936842,2.784738,0.938255,-0.001413,-0.005870
0.953488,2.440665,0.912897,0.040591,0.143947
0.953488,2.437491,0.912620,0.040868,0.144721
0.920635,2.297569,0.899497,0.021138,0.070303
1.000000,2.695592,0.932498,0.067502,0.269052
1.000000,2.443573,0.913150,0.086850,0.308400
0.937500,2.404894,0.909725,0.027775,0.096921
0.931507,2.553712,0.922208,0.009299,0.034719
0.895349,2.485483,0.916715,-0.021366,-0.077324
1.000000,2.507419,0.918522,0.081478,0.297835
0.952096,2.731361,0.934869,0.017227,0.069812
0.983193,2.391149,0.908476,0.074717,0.259118
0.873239,2.354140,0.905025,-0.031786,-0.108417
0.816901,1.837142,0.840728,-0.023827,-0.065114
0.921053,2.348759,0.904512,0.016541,0.056282
0.984127,2.696583,0.932564,0.051563,0.205613
0.848276,2.316346,0.901367,-0.053091,-0.178056
0.716535,2.347280,0.904371,-0.187836,-0.638721
0.730570,2.034416,0.869243,-0.138673,-0.411329
0.659574,1.766210,0.829020,-0.169446,-0.450067
0.881081,2.261825,0.895840,-0.014759,-0.048315
0.859873,2.271489,0.896842,-0.036969,-0.121541
0.859813,2.306307,0.900372,-0.040559,-0.135419
0.872340,2.288912,0.898623,-0.026283,-0.087081
0.848485,2.290301,0.898764,-0.050279,-0.166685
0.941176,2.674135,0.931034,0.010142,0.040026
0.968992,2.644240,0.928941,0.040051,0.155888
0.893130,2.263233,0.895986,-0.002856,-0.009356
0.955882,2.564531,0.923045,0.032837,0.123207
0.719008,1.145702,0.681999,0.037009,0.079469
0.957447,2.362302,0.905797,0.051650,0.176817
0.984615,2.608703,0.926370,0.058245,0.223017
0.697842,1.695135,0.816426,-0.118584,-0.306309
0.934211,2.424773,0.911502,0.022709,0.079957
0.961905,2.589246,0.924923,0.036982,0.140340
0.887500,2.113536,0.879190,0.008310,0.025498
0.946309,2.072727,0.874158,0.072151,0.217538
0.954887,2.434133,0.912326,0.042561,0.150487
0.937500,1.938144,0.856029,0.081471,0.232071
0.944134,2.649683,0.929326,0.014808,0.057779
0.955882,2.648253,0.929225,0.026657,0.103946
0.927711,2.236381,0.893156,0.034555,0.111861
0.952000,2.128408,0.880973,0.071027,0.219340
0.900000,2.108629,0.878596,0.021404,0.065538
0.932773,1.904677,0.851129,0.081644,0.229361
0.950000,1.788862,0.832850,0.117150,0.313983
0.908397,2.464899,0.914983,-0.006586,-0.023612
0.888889,2.097876,0.877283,0.011606,0.035371
0.920530,1.587155,0.795493,0.125037,0.310003
0.966387,1.587431,0.795550,0.170837,0.423599
0.866667,1.859549,0.844257,0.022410,0.061801
0.975155,1.430080,0.760710,0.214445,0.502625
1.000000,2.171661,0.886012,0.113988,0.358682
0.956897,2.483606,0.916558,0.040339,0.145865
0.921569,2.456364,0.914254,0.007315,0.026127
0.840580,1.283919,0.723050,0.117530,0.262641
0.877551,2.222165,0.891626,-0.014075,-0.045278
0.954545,1.453652,0.766285,0.188260,0.444857
0.985612,2.454284,0.914075,0.071537,0.255258
0.934959,2.325344,0.902250,0.032709,0.110140
0.983740,1.398551,0.753045,0.230695,0.534956
0.968000,1.511247,0.779365,0.188635,0.454898
0.645390,1.296547,0.726525,-0.081135,-0.182023
0.827338,2.107016,0.878400,-0.051062,-0.156236
0.966942,1.423393,0.759105,0.207837,0.486025
0.892617,2.105818,0.878254,0.014363,0.043925
0.937008,2.213652,0.890699,0.046309,0.148418
0.616766,2.188690,0.887937,-0.271171,-0.859646
0.445652,1.344305,0.739279,-0.293627,-0.668812
0.849057,2.205595,0.889815,-0.040758,-0.130167
0.864662,2.251077,0.894714,-0.030052,-0.097915
0.875000,1.570636,0.792087,0.082913,0.204312
0.837398,2.219490,0.891336,-0.053938,-0.173311
0.937500,1.991907,0.863565,0.073935,0.215397
0.803922,2.420689,0.911140,-0.107218,-0.376807
0.892216,2.052657,0.871607,0.020609,0.061607
0.890909,1.991790,0.863549,0.027360,0.079705
0.937984,1.991887,0.863562,0.074422,0.216813
0.954198,2.194100,0.888541,0.065657,0.208633
0.917160,2.242533,0.893811,0.023349,0.075789
0.838710,2.068263,0.873595,-0.034885,-0.104978
0.757576,2.499006,0.917833,-0.160257,-0.583564
0.967480,2.139963,0.882341,0.085139,0.264240
0.636364,2.346236,0.904271,-0.267907,-0.910571
0.883212,2.127773,0.880898,0.002314,0.007145
0.710145,2.102995,0.877910,-0.167765,-0.512431
0.718750,1.716092,0.820233,-0.101483,-0.264282
0.755906,2.457802,0.914377,-0.158471,-0.566360
0.547368,2.184484,0.887464,-0.340096,-1.076170
0.719008,1.962394,0.859478,-0.140470,-0.404199
0.738693,2.764051,0.936964,-0.198271,-0.815838
0.705357,2.299820,0.899723,-0.194366,-0.647092
0.719101,2.382524,0.907683,-0.188582,-0.651465
0.851301,2.969859,0.948689,-0.097388,-0.441410
0.986755,2.935921,0.946918,0.039837,0.177687
0.986842,3.183657,0.958566,0.028276,0.141882
0.472000,0.961277,0.617596,-0.145596,-0.299596
0.807407,1.212226,0.702466,0.104941,0.229544
0.666667,1.056511,0.652333,0.014334,0.030098
0.883495,2.547024,0.921686,-0.038191,-0.142149
0.633136,1.367870,0.745351,-0.112215,-0.257573
0.803030,1.392823,0.751627,0.051403,0.118970
0.813953,1.326234,0.734525,0.079428,0.179870
0.857143,1.357860,0.742789,0.114354,0.261621
0.624060,1.271750,0.719659,-0.095599,-0.212838
0.888889,1.996842,0.864237,0.024652,0.071970
0.923810,1.575997,0.793199,0.130611,0.322488
0.822785,1.290223,0.724791,0.097994,0.219413
0.896296,1.797767,0.834332,0.061964,0.166669
0.827586,1.537480,0.785078,0.042508,0.103484
0.734513,1.474590,0.771127,-0.036614,-0.087155
0.823009,1.447464,0.764834,0.058175,0.137172
0.818182,1.518157,0.780885,0.037297,0.090167
0.885714,1.424659,0.759410,0.126304,0.295489
0.888889,1.456765,0.767011,0.121878,0.288308
0.805556,1.388856,0.750640,0.054916,0.126932
0.569231,1.412289,0.756415,-0.187184,-0.436077
0.705128,1.454986,0.766596,-0.061468,-0.145316
0.814815,1.561924,0.790268,0.024547,0.060295
0.801325,1.437337,0.762441,0.038884,0.091367
0.747573,1.558989,0.789651,-0.042078,-0.103245
0.730159,1.018339,0.638806,0.091353,0.190182
0.920635,2.567155,0.923246,-0.002611,-0.009810
0.691176,1.011504,0.636328,0.054848,0.114015
0.909091,1.489248,0.774458,0.134633,0.322136
0.922481,1.546360,0.786978,0.135503,0.330945
0.927928,1.583157,0.794674,0.133254,0.329886
0.943503,2.764452,0.936989,0.006514,0.026807
0.824000,2.724880,0.934446,-0.110446,-0.446244
0.585799,1.375038,0.747170,-0.161371,-0.371280
0.787234,1.323942,0.733916,0.053318,0.120655
0.656566,1.322426,0.733512,-0.076946,-0.174038
0.760000,1.519280,0.781131,-0.021131,-0.051104
0.780220,1.500048,0.776881,0.003339,0.008021
0.818182,1.547971,0.787321,0.030861,0.075418
0.858407,1.502893,0.777514,0.080893,0.194493
0.617391,1.110743,0.670686,-0.053295,-0.113402
0.883333,1.380393,0.748520,0.134813,0.310726
0.847619,2.256361,0.895269,-0.047650,-0.155614
0.872000,2.366239,0.906167,-0.034167,-0.117172
0.807018,1.488607,0.774313,0.032705,0.078235
0.967480,2.405304,0.909762,0.057718,0.201443
0.735294,1.192647,0.696583,0.038711,0.084203
0.814433,1.429718,0.760624,0.053809,0.126105
0.652778,1.306008,0.729101,-0.076323,-0.171734
0.639098,1.868742,0.845682,-0.206584,-0.571855
0.880342,3.124887,0.956058,-0.075716,-0.369408
0.821429,2.626637,0.927679,-0.106250,-0.410200
0.889571,1.558792,0.789610,0.099961,0.245251
0.850000,1.574847,0.792961,0.057039,0.140774
0.586667,1.104444,0.668605,-0.081938,-0.174071
0.651376,1.233232,0.708650,-0.057274,-0.126049
0.653846,1.248513,0.713069,-0.059223,-0.130929
0.533981,1.707868,0.818748,-0.284767,-0.739219
0.846154,2.475156,0.915850,-0.069696,-0.251055
0.634783,1.326427,0.734576,-0.099793,-0.226002
0.657534,1.267327,0.718417,-0.060883,-0.135364
0.807407,2.227389,0.892190,-0.084783,-0.273372
0.844660,2.227734,0.892228,-0.047568,-0.153398
0.613445,1.425146,0.759527,-0.146082,-0.341815
0.848276,2.053431,0.871706,-0.023430,-0.070062
0.682243,1.185010,0.694257,-0.012014,-0.026076
0.777778,1.445724,0.764424,0.013354,0.031468
0.799163,1.453562,0.766264,0.032899,0.077738
0.770492,2.030516,0.868732,-0.098240,-0.290916
0.666667,1.148059,0.682748,-0.016081,-0.034553
0.793103,1.996532,0.864195,-0.071092,-0.207517
0.804878,1.477733,0.771846,0.033032,0.078715
0.775701,1.470639,0.770221,0.005480,0.013025
0.775701,2.075601,0.874519,-0.098818,-0.298306
0.779817,1.891221,0.849113,-0.069296,-0.193596
0.792000,2.013624,0.866496,-0.074496,-0.219030
0.756098,1.268559,0.718763,0.037335,0.083039
0.752381,2.087403,0.875991,-0.123610,-0.375041
0.744361,1.285388,0.723457,0.020904,0.046735
0.639640,1.281274,0.722317,-0.082677,-0.184606
0.827815,1.197582,0.698077,0.129738,0.282597
0.869048,2.023962,0.867869,0.001179,0.003481
0.706294,1.265163,0.717807,-0.011513,-0.025580
0.692308,1.408288,0.755438,-0.063130,-0.146874
0.714286,1.738256,0.824173,-0.109887,-0.288666
0.794393,1.265657,0.717946,0.076447,0.169882
0.571429,1.352138,0.741313,-0.169884,-0.387941
0.737226,1.586028,0.795263,-0.058037,-0.143830
0.668874,1.263294,0.717279,-0.048405,-0.107489
0.664430,1.352212,0.741333,-0.076903,-0.175616
0.557522,1.352204,0.741330,-0.183808,-0.419746
0.756522,1.257828,0.715729,0.040793,0.090436
