Observed,Predicted,Linked,Residual,Pearsons
0.884393,1.719787,0.820896,0.063497,0.165599
0.778894,1.439773,0.763018,0.015876,0.037334
0.788079,1.459075,0.767549,0.020530,0.048604
0.773196,1.707568,0.818694,-0.045498,-0.118093
0.753425,1.346473,0.739844,0.013581,0.030956
0.763314,1.285014,0.723353,0.039961,0.089330
0.976331,2.807440,0.939641,0.036690,0.154063
0.832402,1.279675,0.721872,0.110530,0.246676
0.869281,1.672139,0.812155,0.057126,0.146256
0.790698,1.327629,0.734895,0.055803,0.126426
0.831169,1.364963,0.744610,0.086559,0.198493
0.927273,3.004976,0.950460,-0.023187,-0.106856
0.821429,2.761273,0.936789,-0.115360,-0.474063
0.773585,1.644005,0.806795,-0.033210,-0.084117
0.771739,1.213764,0.702923,0.068816,0.150591
0.701245,1.251823,0.714017,-0.012772,-0.028264
0.726190,1.298046,0.726935,-0.000745,-0.001673
0.626667,1.281117,0.722273,-0.095606,-0.213464
0.776650,1.662043,0.810249,-0.033599,-0.085689
0.807692,1.629003,0.803875,0.003817,0.009613
0.810127,1.305959,0.729088,0.081039,0.182344
0.791411,1.548213,0.787372,0.004039,0.009870
0.851351,2.111514,0.878945,-0.027594,-0.084596
0.940476,2.619890,0.927189,0.013287,0.051138
0.796178,1.587339,0.795531,0.000647,0.001604
0.927711,2.647493,0.929171,-0.001460,-0.005693
0.754190,1.414692,0.756999,-0.002809,-0.006551
0.738397,1.559183,0.789692,-0.051295,-0.125869
0.839572,1.481082,0.772608,0.066964,0.159761
0.897727,2.120648,0.880046,0.017681,0.054418
0.987500,3.368577,0.965561,0.021939,0.120309
0.922581,2.870328,0.943320,-0.020739,-0.089688
0.815534,1.619955,0.802092,0.013442,0.033737
0.840491,1.617499,0.801606,0.038885,0.097508
0.720207,1.286466,0.723755,-0.003548,-0.007934
0.842105,1.077900,0.659690,0.182415,0.384993
0.863946,1.245850,0.712304,0.151642,0.334981
0.849315,1.953357,0.858203,-0.008888,-0.025478
0.931973,2.719897,0.934118,-0.002145,-0.008649
0.797468,1.422026,0.758775,0.038693,0.090441
0.714286,1.112241,0.671179,0.043107,0.091759
0.898876,2.473448,0.915706,-0.016830,-0.060578
0.931507,2.473956,0.915749,0.015758,0.056731
0.790123,1.351875,0.741245,0.048878,0.111605
0.925532,2.291695,0.898905,0.026627,0.088328
0.946667,1.117229,0.672815,0.273852,0.583676
0.714286,1.449415,0.765293,-0.051007,-0.120351
0.680851,1.421056,0.758541,-0.077690,-0.181533
0.842424,1.816353,0.837382,0.005042,0.013662
0.704036,1.170993,0.689941,0.014095,0.030474
0.924528,2.034655,0.869274,0.055254,0.163908
0.807229,1.419805,0.758239,0.048990,0.114423
0.720000,1.261732,0.716837,0.003163,0.007021
0.906667,2.099071,0.877430,0.029237,0.089153
0.921053,1.919899,0.853378,0.067675,0.191319
0.845238,1.855353,0.843602,0.001636,0.004503
0.662651,1.225170,0.706292,-0.043641,-0.095818
0.891892,2.071565,0.874012,0.017880,0.053883
0.738636,1.240174,0.710666,0.027970,0.061682
0.727273,1.199686,0.698711,0.028562,0.062251
0.670103,1.166211,0.688455,-0.018352,-0.039626
0.800948,1.830569,0.839678,-0.038730,-0.105558
0.698925,1.190260,0.695858,0.003067,0.006667
0.750000,1.244080,0.711794,0.038206,0.084353
0.870968,1.572916,0.792561,0.078407,0.193373
0.720000,1.184725,0.694170,0.025830,0.056061
0.754839,1.345021,0.739466,0.015373,0.035025
0.733333,1.407923,0.755349,-0.022016,-0.051214
0.690722,1.206497,0.700756,-0.010034,-0.021912
0.697917,1.345137,0.739496,-0.041579,-0.094733
0.756410,1.345128,0.739494,0.016916,0.038542
0.784810,1.159048,0.686215,0.098595,0.212475
0.591837,1.219103,0.704505,-0.112668,-0.246935
0.841060,1.107905,0.669750,0.171310,0.364255
0.775194,1.506745,0.778370,-0.003176,-0.007646
0.786667,1.117842,0.673015,0.113652,0.242270
0.864865,1.329702,0.735444,0.129421,0.293408
0.768293,1.222637,0.705547,0.062746,0.137662
0.658120,1.187809,0.695112,-0.036992,-0.080353
0.858065,1.466573,0.769285,0.088780,0.210733
0.708185,1.507769,0.778597,-0.070412,-0.169588
0.723502,1.582720,0.794584,-0.071082,-0.175944
0.797297,1.405654,0.754793,0.042504,0.098797
0.663717,1.780529,0.831451,-0.167734,-0.448064
0.768924,1.567031,0.791336,-0.022412,-0.055154
0.834146,1.568996,0.791746,0.042400,0.104419
0.804054,1.987151,0.862915,-0.058861,-0.171138
0.842697,1.972315,0.860866,-0.018169,-0.052497
0.843575,2.229944,0.892466,-0.048891,-0.157818
0.563636,1.137753,0.679462,-0.115826,-0.248189
0.867550,1.371243,0.746209,0.121341,0.278830
0.684211,1.024108,0.640883,0.043328,0.090315
0.533333,1.245352,0.712161,-0.178828,-0.394976
0.653846,1.097110,0.666165,-0.012319,-0.026124
0.615385,1.025695,0.641453,-0.026068,-0.054356
0.662651,1.109853,0.670393,-0.007742,-0.016469
0.967568,2.149448,0.883451,0.084117,0.262142
0.934066,2.635644,0.928327,0.005739,0.022248
0.803922,1.332098,0.736077,0.067845,0.153928
0.638554,1.260080,0.716369,-0.077815,-0.172630
0.636364,0.904225,0.595145,0.041219,0.083973
0.708861,1.257323,0.715586,-0.006725,-0.014906
0.641975,1.217803,0.704120,-0.062145,-0.136153
0.443946,1.138209,0.679608,-0.235662,-0.505032
0.616438,1.280117,0.721995,-0.105557,-0.235611
0.460317,1.107987,0.669777,-0.209460,-0.445382
0.564103,0.975415,0.622964,-0.058861,-0.121452
0.581152,1.211898,0.702368,-0.121216,-0.265117
0.917949,2.647619,0.929180,-0.011231,-0.043783
0.906667,1.679860,0.813600,0.093067,0.238983
0.522388,1.474683,0.771149,-0.248761,-0.592156
0.487685,1.462565,0.768359,-0.280674,-0.665291
0.801325,1.326263,0.734532,0.066793,0.151257
0.556818,1.171681,0.690154,-0.133336,-0.288338
0.572254,1.107177,0.669509,-0.097255,-0.206755
0.465969,1.136194,0.678962,-0.212993,-0.456208
0.507853,1.136484,0.679054,-0.171201,-0.366724
0.827957,1.507711,0.778584,0.049373,0.118914
0.668874,1.253894,0.714609,-0.045735,-0.101272
0.952607,2.514009,0.919057,0.033550,0.123008
0.797101,1.521032,0.781514,0.015587,0.037722
0.597403,1.304815,0.728777,-0.131374,-0.295495
1.000000,3.161404,0.957634,0.042366,0.210334
0.776435,2.308186,0.900559,-0.124124,-0.414777
0.539267,1.166670,0.688598,-0.149331,-0.322482
0.616279,1.226361,0.706642,-0.090363,-0.198468
0.569061,1.219500,0.704622,-0.135561,-0.297145
0.505051,1.223518,0.705807,-0.200756,-0.440564
0.576720,1.210027,0.701811,-0.125091,-0.273445
0.682119,1.226810,0.706773,-0.024654,-0.054157
0.740260,1.367480,0.745252,-0.004992,-0.011457
0.571429,1.369807,0.745844,-0.174415,-0.400599
0.618497,1.343724,0.739128,-0.120631,-0.274716
0.540230,1.471592,0.770440,-0.230210,-0.547403
0.537736,1.382119,0.748954,-0.211218,-0.487110
0.898089,2.058247,0.872322,0.025767,0.077208
0.644970,1.316134,0.731830,-0.086860,-0.196069
0.862434,1.913762,0.852476,0.009958,0.028081
0.606936,1.295280,0.726179,-0.119243,-0.267410
0.534884,1.324538,0.734074,-0.199190,-0.450835
0.692308,1.305377,0.728930,-0.036622,-0.082386
0.654054,1.494105,0.775550,-0.121496,-0.291205
0.920000,2.152517,0.883809,0.036191,0.112938
0.444444,1.410702,0.756028,-0.311584,-0.725498
0.776536,1.802729,0.835152,-0.058616,-0.157975
0.681818,1.416956,0.757549,-0.075731,-0.176708
0.698113,1.407283,0.755193,-0.057080,-0.132751
0.600000,1.511403,0.779400,-0.179400,-0.432652
0.919075,2.044097,0.870503,0.048572,0.144668
0.776316,1.538226,0.785238,-0.008922,-0.021727
0.765854,1.519075,0.781086,-0.015232,-0.036835
0.912088,1.819355,0.837870,0.074218,0.201368
0.710407,1.867742,0.845528,-0.135121,-0.373881
0.675000,1.506617,0.778341,-0.103341,-0.248798
0.687500,1.503835,0.777724,-0.090224,-0.217002
0.630573,1.460287,0.767830,-0.137257,-0.325088
0.776316,1.781143,0.831555,-0.055239,-0.147594
0.793548,1.509505,0.778981,0.014567,0.035108
0.602094,1.470976,0.770299,-0.168205,-0.399877
0.717514,1.616445,0.801397,-0.083883,-0.210259
0.665025,1.553632,0.788522,-0.123497,-0.302423
0.754839,1.572830,0.792543,-0.037704,-0.092984
0.686869,1.820975,0.838132,-0.151263,-0.410673
0.680000,1.507238,0.778479,-0.098479,-0.237145
0.653179,1.395005,0.752168,-0.098989,-0.229272
0.907514,2.645913,0.929059,-0.021545,-0.083924
0.661202,1.389656,0.750839,-0.089637,-0.207240
0.808917,1.785680,0.832317,-0.023400,-0.062636
0.761364,1.488505,0.774290,-0.012926,-0.030920
0.835443,1.525827,0.782559,0.052884,0.128202
0.937500,2.843422,0.941774,-0.004274,-0.018251
0.825581,2.599190,0.925666,-0.100085,-0.381549
0.638889,1.485918,0.773706,-0.134817,-0.322195
0.617021,1.326952,0.734715,-0.117694,-0.266588
0.559184,1.364781,0.744563,-0.185379,-0.425078
0.639535,1.458998,0.767531,-0.127996,-0.303016
0.554585,1.439618,0.762982,-0.208397,-0.490052
0.671642,1.775257,0.830560,-0.158918,-0.423623
0.812500,1.742294,0.824882,-0.012382,-0.032578
0.679012,1.365011,0.744622,-0.065610,-0.150457
0.700599,1.661515,0.810149,-0.109550,-0.279333
0.815789,1.949586,0.857667,-0.041878,-0.119860
0.953488,2.466163,0.915090,0.038398,0.137752
0.714286,1.700714,0.817447,-0.103161,-0.267049
0.929412,2.485719,0.916734,0.012678,0.045887
0.628415,1.527747,0.782976,-0.154561,-0.374948
0.726141,1.672437,0.812211,-0.086070,-0.220385
0.801047,1.334161,0.736621,0.064426,0.146268
0.811111,1.959954,0.859135,-0.048024,-0.138047
0.951220,3.207056,0.959524,-0.008304,-0.042139
0.937107,2.708832,0.933385,0.003722,0.014925
0.790476,1.733201,0.823282,-0.032806,-0.086008
0.772455,1.730760,0.822850,-0.050395,-0.131995
0.492386,1.328232,0.735055,-0.242669,-0.549890
0.705128,1.181459,0.693169,0.011959,0.025931
0.761589,1.129999,0.676967,0.084622,0.180958
0.746667,1.792631,0.833479,-0.086812,-0.233021
0.920530,2.558342,0.922567,-0.002037,-0.007621
0.691358,1.535412,0.784633,-0.093275,-0.226904
0.544041,1.129280,0.676734,-0.132693,-0.283700
0.857143,2.311846,0.900922,-0.043779,-0.146532
0.906667,2.312342,0.900971,0.005696,0.019070
0.626506,1.203046,0.699722,-0.073216,-0.159727
0.895833,2.130168,0.881183,0.014650,0.045277
0.805195,1.200088,0.698832,0.106363,0.231845
0.642586,1.558665,0.789583,-0.146997,-0.360637
0.636364,1.530324,0.783534,-0.147170,-0.357353
0.786982,1.696597,0.816694,-0.029712,-0.076791
0.621145,1.282241,0.722585,-0.101440,-0.226569
0.852761,1.872666,0.846287,0.006474,0.017951
0.717647,1.529055,0.783260,-0.065613,-0.159244
0.636364,1.414855,0.757039,-0.120675,-0.281378
0.896104,1.936960,0.855859,0.040245,0.114583
0.923077,1.760350,0.828015,0.095062,0.251908
0.732558,1.695624,0.816515,-0.083957,-0.216908
0.541176,1.198981,0.698499,-0.157323,-0.342818
0.881579,1.909392,0.851830,0.029749,0.083738
0.588889,1.172385,0.690372,-0.101483,-0.219500
0.607595,1.308455,0.729763,-0.122168,-0.275102
0.656566,1.275199,0.720625,-0.064059,-0.142768
0.767442,1.716449,0.820297,-0.052855,-0.137664
0.557895,1.299067,0.727214,-0.169319,-0.380157
0.634146,1.354055,0.741809,-0.107663,-0.246008
0.811321,1.425396,0.759587,0.051734,0.121063
0.714286,1.293974,0.725821,-0.011535,-0.025857
0.647799,1.194974,0.697288,-0.049489,-0.107718
0.597826,1.548937,0.787526,-0.189700,-0.463749
0.505051,1.129804,0.676903,-0.171852,-0.367473
0.510204,1.195086,0.697322,-0.187118,-0.407294
0.650000,1.195078,0.697320,-0.047320,-0.102999
0.666667,1.268304,0.718692,-0.052025,-0.115703
0.510000,1.347437,0.740095,-0.230095,-0.524632
0.664516,1.147327,0.682516,-0.018000,-0.038668
0.839695,1.662367,0.810311,0.029384,0.074950
0.727273,1.234875,0.709129,0.018144,0.039950
0.881579,1.487527,0.774069,0.107510,0.257081
0.654762,1.377495,0.747790,-0.093028,-0.214212
0.529412,1.342702,0.738861,-0.209449,-0.476827
0.836478,1.361614,0.743753,0.092725,0.212399
0.740351,1.664170,0.810652,-0.070301,-0.179439
0.692308,1.526915,0.782795,-0.090487,-0.219446
0.789474,1.303826,0.728509,0.060965,0.137084
0.704348,1.937716,0.855967,-0.151619,-0.431813
0.764706,1.642531,0.806510,-0.041804,-0.105825
0.846890,1.722194,0.821326,0.025564,0.066732
0.793333,2.144411,0.882863,-0.089530,-0.278404
0.890110,2.129240,0.881072,0.009038,0.027920
0.912568,2.386725,0.908070,0.004498,0.015569
0.916667,1.760321,0.828010,0.088657,0.234932
0.862069,1.415664,0.757236,0.104833,0.244507
0.638710,1.126678,0.675892,-0.037182,-0.079442
0.663366,1.252541,0.714222,-0.050856,-0.112568
0.732283,0.973361,0.622189,0.110094,0.227073
0.747748,1.134444,0.678399,0.069349,0.148470
0.984615,2.536840,0.920884,0.063731,0.236111
0.968504,3.018017,0.951102,0.017402,0.080694
0.836735,1.008830,0.635355,0.201380,0.418383
0.693694,1.022180,0.640190,0.053504,0.111479
0.696970,1.274873,0.720534,-0.023564,-0.052511
0.747573,1.012411,0.636658,0.110915,0.230610
0.682243,1.033375,0.644196,0.038047,0.079470
0.678571,0.986558,0.627142,0.051429,0.106354
0.780488,1.041572,0.647101,0.133387,0.279128
0.641791,1.030740,0.643257,-0.001466,-0.003061
0.623762,1.221235,0.705134,-0.081372,-0.178455
0.661765,0.986007,0.626937,0.034828,0.072016
0.971429,3.030896,0.951728,0.019701,0.091916
0.957895,2.066966,0.873431,0.084464,0.254036
0.657534,1.178128,0.692146,-0.034612,-0.074981
0.621622,1.160448,0.686654,-0.065032,-0.140200
0.875000,1.090637,0.663998,0.211002,0.446718
0.669421,1.136565,0.679080,-0.009659,-0.020692
0.694915,1.129944,0.676949,0.017966,0.038419
0.617647,1.084058,0.661780,-0.044133,-0.093284
0.705882,1.084367,0.661884,0.043998,0.093005
0.847328,1.202389,0.699525,0.147803,0.322388
0.625000,1.064773,0.655194,-0.030194,-0.063525
0.961538,2.900295,0.944993,0.016545,0.072568
0.855263,1.213569,0.702865,0.152398,0.333477
0.616162,1.050438,0.650216,-0.034054,-0.071406
1.000000,3.547573,0.971206,0.028794,0.172186
0.862319,2.694446,0.932420,-0.070101,-0.279261
0.661765,1.096284,0.665890,-0.004125,-0.008745
0.709402,1.044031,0.647967,0.061435,0.128631
0.698413,1.038439,0.645993,0.052420,0.109616
0.664336,1.042780,0.647527,0.016809,0.035185
0.716418,1.057759,0.652767,0.063651,0.133695
0.770833,1.043631,0.647826,0.123007,0.257526
0.757576,1.100005,0.667131,0.090445,0.191930
0.753555,1.102516,0.667965,0.085590,0.181741
0.728814,1.118901,0.673361,0.055453,0.118240
0.613445,1.162802,0.687391,-0.073946,-0.159518
0.745223,1.155783,0.685189,0.060034,0.129261
0.862745,2.442843,0.913087,-0.050342,-0.178701
0.807018,1.117797,0.673001,0.134017,0.285680
0.820896,2.188764,0.887945,-0.067049,-0.212560
0.779661,1.350507,0.740891,0.038770,0.088486
0.641026,1.148983,0.683041,-0.042015,-0.090299
0.700787,1.121293,0.674142,0.026645,0.056850
0.738462,1.260985,0.716625,0.021837,0.048457
0.957895,2.497024,0.917670,0.040225,0.146343
0.652174,1.187691,0.695076,-0.042902,-0.093188
0.806452,1.497750,0.776367,0.030085,0.072201
0.768595,1.228979,0.707409,0.061186,0.134489
0.769231,1.193501,0.696842,0.072389,0.157497
0.712000,1.251402,0.713896,-0.001896,-0.004196
0.932203,2.427293,0.911725,0.020478,0.072185
0.876289,1.231898,0.708262,0.168027,0.369646
0.733333,1.248328,0.713016,0.020317,0.044914
0.905512,2.202521,0.889476,0.016036,0.051145
0.807229,1.561121,0.790099,0.017130,0.042063
0.676190,1.298458,0.727048,-0.050858,-0.114165
0.733333,1.270433,0.719290,0.014043,0.031252
0.627451,1.167939,0.688993,-0.061542,-0.132947
0.773196,1.474538,0.771116,0.002080,0.004952
0.820000,1.255076,0.714946,0.105054,0.232709
0.705882,1.264802,0.717705,-0.011823,-0.026266
0.852459,1.922109,0.853702,-0.001243,-0.003517
0.851351,1.247230,0.712701,0.138650,0.306408
0.840000,1.266551,0.718198,0.121802,0.270745
0.804196,1.514561,0.780095,0.024101,0.058189
0.810526,1.205203,0.700369,0.110157,0.240467
0.745763,1.361925,0.743833,0.001930,0.004422
0.983051,3.029446,0.951658,0.031393,0.146364
0.750000,1.375853,0.747376,0.002624,0.006039
0.862745,1.479245,0.772190,0.090555,0.215905
0.719008,1.205371,0.700419,0.018589,0.040580
0.766990,1.210543,0.701965,0.065025,0.142165
0.928994,3.226972,0.960323,-0.031329,-0.160494
0.760684,2.983106,0.949365,-0.188681,-0.860566
0.751553,1.866444,0.845327,-0.093774,-0.259337
0.684211,1.121544,0.674224,0.009987,0.021310
0.726316,1.159594,0.686386,0.039930,0.086062
0.675214,1.175786,0.691424,-0.016210,-0.035093
0.701149,1.158928,0.686178,0.014971,0.032263
0.794521,1.469299,0.769913,0.024608,0.058466
0.828571,1.436297,0.762193,0.066378,0.155911
0.831776,1.501435,0.777190,0.054586,0.131175
0.767857,1.355537,0.742191,0.025666,0.058674
0.773196,2.333364,0.903031,-0.129835,-0.438757
1.000000,2.842126,0.941698,0.058302,0.248819
0.792453,1.394717,0.752097,0.040356,0.093461
0.913043,2.869380,0.943266,-0.030223,-0.130646
0.703125,1.271501,0.719589,-0.016464,-0.036653
0.806452,1.383666,0.749342,0.057110,0.131774
0.852941,1.703204,0.817901,0.035040,0.090795
0.904000,2.342871,0.903949,0.000051,0.000175
0.963303,3.590535,0.972416,-0.009113,-0.055646
0.923077,3.092293,0.954602,-0.031525,-0.151436
0.832258,1.444427,0.764119,0.068139,0.160498
0.803571,1.441973,0.763539,0.040032,0.094212
0.718310,1.504560,0.777885,-0.059575,-0.143324
0.683168,1.233541,0.708741,-0.025573,-0.056285
0.750000,1.468306,0.769685,-0.019685,-0.046753
0.894737,2.175555,0.886455,0.008282,0.026105
0.916667,2.941832,0.947231,-0.030564,-0.136708
0.626168,1.249880,0.713461,-0.087293,-0.193064
0.652174,1.334687,0.736760,-0.084586,-0.192069
0.874016,2.695353,0.932481,-0.058465,-0.233006
0.915789,2.695856,0.932515,-0.016726,-0.066676
0.639640,1.573921,0.792769,-0.153129,-0.377796
0.941606,2.513619,0.919025,0.022581,0.082775
0.919192,1.339645,0.738061,0.181131,0.411951
0.778846,1.284699,0.723266,0.055580,0.124233
0.757576,1.256334,0.715304,0.042272,0.093673
0.824561,2.037931,0.869702,-0.045141,-0.134096
0.697674,1.329652,0.735431,-0.037757,-0.085596
0.888889,2.256422,0.895275,-0.006386,-0.020857
0.773913,1.255072,0.714945,0.058968,0.130622
0.656566,1.153706,0.684535,-0.027969,-0.060186
0.878788,2.320798,0.901805,-0.023017,-0.077347
0.900990,2.141710,0.882546,0.018444,0.057286
0.760684,2.076972,0.874691,-0.114007,-0.344360
0.582609,1.365097,0.744644,-0.162035,-0.371588
0.876289,2.293260,0.899063,-0.022774,-0.075600
0.696000,1.382080,0.748944,-0.052944,-0.122098
0.669903,1.206336,0.700708,-0.030805,-0.067268
0.664336,1.266053,0.718058,-0.053722,-0.119396
0.800000,2.022034,0.867614,-0.067614,-0.199505
0.629630,1.223121,0.705690,-0.076060,-0.166896
0.651376,1.184057,0.693965,-0.042589,-0.092416
0.884615,1.794594,0.833805,0.050810,0.136492
0.676768,1.200029,0.698815,-0.022047,-0.048056
0.711538,1.563508,0.790600,-0.079062,-0.194312
0.674419,1.242992,0.711480,-0.037061,-0.081800
0.650350,1.427580,0.760111,-0.109761,-0.257043
0.659574,1.563622,0.790624,-0.131050,-0.322098
0.714286,1.563614,0.790622,-0.076336,-0.187620
0.794393,1.182892,0.693609,0.100784,0.218624
0.641379,1.177494,0.691950,-0.050571,-0.109535
0.660000,1.320094,0.732890,-0.072890,-0.164741
0.826087,1.324857,0.734159,0.091928,0.208086
0.777778,1.339913,0.738131,0.039647,0.090177
0.855670,1.134976,0.678570,0.177100,0.379208
0.628319,1.229204,0.707475,-0.079156,-0.173998
0.661202,1.218135,0.704219,-0.043017,-0.094254
0.826923,1.645122,0.807011,0.019912,0.050455
0.756522,1.312965,0.730979,0.025543,0.057601
0.746988,1.673625,0.812434,-0.065446,-0.167653
0.731959,1.495349,0.775830,-0.043871,-0.105196
0.680000,1.585869,0.795230,-0.115230,-0.285553
0.800000,1.657924,0.809466,-0.009466,-0.024103
0.857143,1.621478,0.802393,0.054750,0.137495
0.861224,1.792415,0.833442,0.027782,0.074565
0.968504,1.777438,0.830929,0.137575,0.367048
0.968750,2.034960,0.869314,0.099436,0.295012
0.588235,1.170090,0.689661,-0.101426,-0.219236
0.886525,1.786924,0.832526,0.053999,0.144616
0.954023,1.614346,0.800979,0.153044,0.383315
0.982301,1.605973,0.799306,0.182995,0.456894
0.958763,1.642212,0.806449,0.152314,0.385527
0.827586,1.563022,0.790498,0.037088,0.091136
0.964602,2.356133,0.905214,0.059388,0.202746
1.000000,1.912998,0.852363,0.147637,0.416184
0.979381,1.838666,0.840970,0.138411,0.378477
0.858824,1.313458,0.731111,0.127713,0.288042
1.000000,1.831511,0.839829,0.160171,0.436714
0.956989,1.787387,0.832603,0.124386,0.333180
0.922078,1.596963,0.797489,0.124589,0.310022
0.973333,1.847762,0.842411,0.130922,0.359326
0.900000,1.554366,0.788677,0.111323,0.272686
0.977011,1.375172,0.747204,0.229807,0.528760
0.967213,1.763596,0.828573,0.138640,0.367861
0.761905,2.127978,0.880922,-0.119017,-0.367473
0.703704,1.119261,0.673479,0.030225,0.064454
0.969697,2.012237,0.866311,0.103386,0.303793
0.940299,1.824265,0.838664,0.101635,0.276302
0.975610,1.862315,0.844687,0.130923,0.361462
0.925234,1.548612,0.787457,0.137777,0.336775
0.980769,1.614649,0.801040,0.179729,0.450204
0.950820,1.659781,0.809819,0.141001,0.359289
0.983607,1.659842,0.809831,0.173776,0.442815
0.965812,1.996784,0.864229,0.101583,0.296554
0.975610,1.759952,0.827947,0.147663,0.391237
0.929577,1.966468,0.860050,0.069527,0.200404
0.985507,2.002698,0.865029,0.120478,0.352591
0.858824,1.827515,0.839187,0.019637,0.053454
0.975610,2.613824,0.926746,0.048864,0.187539
0.816794,1.764602,0.828745,-0.011951,-0.031723
0.868852,1.620965,0.802292,0.066560,0.167122
0.980583,1.714297,0.819910,0.160673,0.418134
0.982143,1.698414,0.817027,0.165116,0.427049
0.968992,1.693617,0.816147,0.152845,0.394578
0.983333,1.674436,0.812586,0.170747,0.437539
1.000000,1.696169,0.816615,0.183385,0.473885
1.000000,1.891699,0.849185,0.150815,0.421426
0.969543,1.892157,0.849254,0.120289,0.336190
0.942308,1.863681,0.844899,0.097409,0.269084
0.980952,1.931333,0.855045,0.125907,0.357634
0.972028,1.900182,0.850459,0.121569,0.340892
0.931818,1.526976,0.782809,0.149009,0.361380
0.940000,1.829309,0.839475,0.100525,0.273840
0.816667,1.561056,0.790086,0.026581,0.065270
0.865385,1.678937,0.813428,0.051957,0.133372
0.902913,1.715256,0.820082,0.082831,0.215638
1.000000,1.729082,0.822553,0.177447,0.464465
0.982759,1.874707,0.846600,0.136159,0.377828
0.629630,1.801783,0.834996,-0.205366,-0.553271
0.918367,1.847734,0.842406,0.075961,0.208478
0.963636,2.149969,0.883512,0.080124,0.249755
0.813084,1.793499,0.833623,-0.020539,-0.055150
1.000000,1.814377,0.837061,0.162939,0.441199
0.837838,1.873464,0.846409,-0.008571,-0.023772
1.000000,1.554035,0.788607,0.211393,0.517744
1.000000,2.023651,0.867828,0.132172,0.390259
0.985294,1.879064,0.847267,0.138027,0.383696
0.964602,1.340229,0.738214,0.226388,0.514978
0.986842,2.230088,0.892481,0.094361,0.304614
0.934066,1.927063,0.854425,0.079641,0.225817
0.912088,1.899017,0.850284,0.061804,0.173220
0.909091,1.949241,0.857618,0.051473,0.147301
1.000000,2.140831,0.882443,0.117557,0.364990
0.976744,1.904589,0.851116,0.125628,0.352913
0.967213,1.836728,0.840662,0.126551,0.345776
0.851852,1.960881,0.859266,-0.007414,-0.021319
0.850746,1.910734,0.852028,-0.001282,-0.003611
1.000000,2.008177,0.865767,0.134233,0.393758
0.984496,2.178794,0.886822,0.097674,0.308304
0.901235,1.994349,0.863898,0.037337,0.108887
0.923077,1.747597,0.825808,0.097269,0.256461
0.807692,2.158984,0.884558,-0.076866,-0.240540
0.982456,1.740532,0.824573,0.157883,0.415119
1.000000,2.142002,0.882581,0.117419,0.364748
0.962617,1.977369,0.861567,0.101050,0.292598
1.000000,2.014492,0.866612,0.133388,0.392325
0.832258,2.356163,0.905217,-0.072959,-0.249078
0.708738,2.105513,0.878217,-0.169479,-0.518228
0.836735,1.647884,0.807543,0.029192,0.074047
0.949580,1.755459,0.827172,0.122408,0.323746
0.875000,1.755226,0.827132,0.047868,0.126591
0.961165,1.948949,0.857576,0.103589,0.296405
0.925000,1.929535,0.854784,0.070216,0.199296
0.984848,2.126262,0.880718,0.104130,0.321271
1.000000,2.093795,0.876781,0.123219,0.374880
0.806452,1.713131,0.819700,-0.013248,-0.034460
1.000000,2.013024,0.866416,0.133584,0.392658
0.445783,1.515286,0.780255,-0.334472,-0.807758
0.961165,2.003958,0.865199,0.095966,0.281004
1.000000,2.053576,0.871725,0.128275,0.383603
0.762376,1.995688,0.864080,-0.101704,-0.296769
0.877193,1.876057,0.846807,0.030386,0.084365
0.976744,2.023399,0.867795,0.108949,0.321656
0.737705,1.551414,0.788052,-0.050347,-0.123191
0.819820,1.496342,0.776052,0.043768,0.104987
0.915789,2.719998,0.934125,-0.018336,-0.073917
0.955556,2.222065,0.891615,0.063941,0.205687
1.000000,2.084166,0.875589,0.124411,0.376946
0.979592,2.081962,0.875315,0.104277,0.315646
0.843750,1.675642,0.812812,0.030938,0.079315
0.839080,1.633019,0.804661,0.034419,0.086815
0.756098,1.481857,0.772785,-0.016687,-0.039822
0.703704,1.327945,0.734979,-0.031275,-0.070862
1.000000,2.070861,0.873923,0.126077,0.379823
0.935484,1.888844,0.848753,0.086731,0.242069
0.870968,1.538317,0.785258,0.085710,0.208722
0.911504,1.823814,0.838591,0.072913,0.198183
1.000000,1.824154,0.838646,0.161354,0.438632
0.855670,1.304924,0.728807,0.126863,0.285358
0.951220,1.643009,0.806603,0.144617,0.366155
0.858824,1.555481,0.788912,0.069912,0.171319
0.969072,1.906109,0.851342,0.117730,0.330933
0.972350,1.877147,0.846974,0.125376,0.348255
0.600000,1.322549,0.733545,-0.133545,-0.302066
0.810127,1.636386,0.805318,0.004809,0.012146
0.978723,1.392852,0.751634,0.227089,0.525589
1.000000,1.903228,0.850913,0.149087,0.418578
0.952941,1.906663,0.851425,0.101516,0.285423
0.976471,1.447874,0.764931,0.211540,0.498867
0.977011,1.285498,0.723487,0.253524,0.566821
0.572816,1.323900,0.733904,-0.161088,-0.364524
0.881188,1.534463,0.784429,0.096759,0.235299
0.975904,1.414770,0.757018,0.218886,0.510361
0.855856,1.514019,0.779976,0.075880,0.183169
0.932584,1.694653,0.816337,0.116247,0.300218
0.922481,1.611389,0.800390,0.122091,0.305451
0.671233,1.353719,0.741722,-0.070489,-0.161049
0.900826,1.685700,0.814685,0.086141,0.221696
0.915789,1.821684,0.838247,0.077542,0.210584
0.511111,1.157548,0.685744,-0.174633,-0.376188
