_ID,X,Y
1,146.365000,-43.607500
2,146.715000,-43.607500
3,146.805000,-43.607500
4,146.895000,-43.607500
5,146.105000,-43.517500
6,146.195000,-43.517500
7,146.285000,-43.517500
8,146.375000,-43.517500
9,146.465000,-43.517500
10,146.555000,-43.517500
11,146.645000,-43.517500
12,146.735000,-43.517500
13,146.825000,-43.517500
14,146.915000,-43.517500
15,146.015000,-43.427500
16,146.105000,-43.427500
17,146.195000,-43.427500
18,146.285000,-43.427500
19,146.375000,-43.427500
20,146.465000,-43.427500
21,146.555000,-43.427500
22,146.645000,-43.427500
23,146.735000,-43.427500
24,146.825000,-43.427500
25,146.915000,-43.427500
26,147.005000,-43.427500
27,147.095000,-43.427500
28,147.265000,-43.427500
29,146.015000,-43.337500
30,146.105000,-43.337500
31,146.275000,-43.337500
32,146.365000,-43.337500
33,146.455000,-43.337500
34,146.545000,-43.337500
35,146.635000,-43.337500
36,146.725000,-43.337500
37,146.815000,-43.337500
38,146.905000,-43.337500
39,146.995000,-43.337500
40,147.255000,-43.337500
41,145.845000,-43.247500
42,146.015000,-43.247500
43,146.105000,-43.247500
44,146.195000,-43.247500
45,146.285000,-43.247500
46,146.375000,-43.247500
47,146.465000,-43.247500
48,146.555000,-43.247500
49,146.645000,-43.247500
50,146.735000,-43.247500
51,146.825000,-43.247500
52,146.915000,-43.247500
53,147.005000,-43.247500
54,147.095000,-43.247500
55,147.185000,-43.247500
56,147.355000,-43.247500
57,145.755000,-43.157500
58,145.845000,-43.157500
59,145.935000,-43.157500
60,146.025000,-43.157500
61,146.115000,-43.157500
62,146.205000,-43.157500
63,146.295000,-43.157500
64,146.385000,-43.157500
65,146.475000,-43.157500
66,146.565000,-43.157500
67,146.655000,-43.157500
68,146.745000,-43.157500
69,146.835000,-43.157500
70,146.925000,-43.157500
71,147.015000,-43.157500
72,147.105000,-43.157500
73,147.195000,-43.157500
74,147.285000,-43.157500
75,147.375000,-43.157500
76,147.725000,-43.157500
77,147.815000,-43.157500
78,147.905000,-43.157500
79,147.995000,-43.157500
80,145.675000,-43.067500
81,145.765000,-43.067500
82,145.855000,-43.067500
83,145.945000,-43.067500
84,146.035000,-43.067500
85,146.125000,-43.067500
86,146.215000,-43.067500
87,146.305000,-43.067500
88,146.395000,-43.067500
89,146.485000,-43.067500
90,146.575000,-43.067500
91,146.665000,-43.067500
92,146.755000,-43.067500
93,146.845000,-43.067500
94,146.935000,-43.067500
95,147.025000,-43.067500
96,147.115000,-43.067500
97,147.205000,-43.067500
98,147.645000,-43.067500
99,147.735000,-43.067500
100,147.825000,-43.067500
101,147.915000,-43.067500
102,145.495000,-42.977500
103,145.665000,-42.977500
104,145.755000,-42.977500
105,145.845000,-42.977500
106,145.935000,-42.977500
107,146.025000,-42.977500
108,146.115000,-42.977500
109,146.205000,-42.977500
110,146.375000,-42.977500
111,146.465000,-42.977500
112,146.555000,-42.977500
113,146.645000,-42.977500
114,146.735000,-42.977500
115,146.825000,-42.977500
116,146.915000,-42.977500
117,147.005000,-42.977500
118,147.095000,-42.977500
119,147.185000,-42.977500
120,147.275000,-42.977500
121,147.445000,-42.977500
122,147.535000,-42.977500
123,147.705000,-42.977500
124,147.875000,-42.977500
125,147.965000,-42.977500
126,145.495000,-42.887500
127,145.585000,-42.887500
128,145.675000,-42.887500
129,145.765000,-42.887500
130,145.855000,-42.887500
131,145.945000,-42.887500
132,146.035000,-42.887500
133,146.125000,-42.887500
134,146.215000,-42.887500
135,146.305000,-42.887500
136,146.395000,-42.887500
137,146.485000,-42.887500
138,146.575000,-42.887500
139,146.665000,-42.887500
140,146.755000,-42.887500
141,146.845000,-42.887500
142,146.935000,-42.887500
143,147.025000,-42.887500
144,147.115000,-42.887500
145,147.205000,-42.887500
146,147.295000,-42.887500
147,147.465000,-42.887500
148,147.725000,-42.887500
149,147.815000,-42.887500
150,147.905000,-42.887500
151,145.415000,-42.797500
152,145.505000,-42.797500
153,145.595000,-42.797500
154,145.685000,-42.797500
155,145.775000,-42.797500
156,145.865000,-42.797500
157,145.955000,-42.797500
158,146.045000,-42.797500
159,146.135000,-42.797500
160,146.225000,-42.797500
161,146.395000,-42.797500
162,146.485000,-42.797500
163,146.575000,-42.797500
164,146.665000,-42.797500
165,146.755000,-42.797500
166,146.845000,-42.797500
167,146.935000,-42.797500
168,147.025000,-42.797500
169,147.115000,-42.797500
170,147.205000,-42.797500
171,147.295000,-42.797500
172,147.385000,-42.797500
173,147.475000,-42.797500
174,147.565000,-42.797500
175,147.655000,-42.797500
176,147.745000,-42.797500
177,147.835000,-42.797500
178,145.415000,-42.707500
179,145.505000,-42.707500
180,145.595000,-42.707500
181,145.685000,-42.707500
182,145.775000,-42.707500
183,145.865000,-42.707500
184,145.955000,-42.707500
185,146.045000,-42.707500
186,146.135000,-42.707500
187,146.305000,-42.707500
188,146.395000,-42.707500
189,146.485000,-42.707500
190,146.575000,-42.707500
191,146.665000,-42.707500
192,146.755000,-42.707500
193,146.845000,-42.707500
194,146.935000,-42.707500
195,147.025000,-42.707500
196,147.115000,-42.707500
197,147.205000,-42.707500
198,147.295000,-42.707500
199,147.385000,-42.707500
200,147.475000,-42.707500
201,147.565000,-42.707500
202,147.655000,-42.707500
203,147.745000,-42.707500
204,147.835000,-42.707500
205,147.925000,-42.707500
206,148.095000,-42.707500
207,145.325000,-42.617500
208,145.415000,-42.617500
209,145.505000,-42.617500
210,145.595000,-42.617500
211,145.685000,-42.617500
212,145.775000,-42.617500
213,145.865000,-42.617500
214,145.955000,-42.617500
215,146.045000,-42.617500
216,146.135000,-42.617500
217,146.225000,-42.617500
218,146.315000,-42.617500
219,146.405000,-42.617500
220,146.495000,-42.617500
221,146.585000,-42.617500
222,146.675000,-42.617500
223,146.765000,-42.617500
224,146.855000,-42.617500
225,146.945000,-42.617500
226,147.035000,-42.617500
227,147.125000,-42.617500
228,147.215000,-42.617500
229,147.305000,-42.617500
230,147.395000,-42.617500
231,147.485000,-42.617500
232,147.575000,-42.617500
233,147.665000,-42.617500
234,147.755000,-42.617500
235,147.845000,-42.617500
236,147.935000,-42.617500
237,148.105000,-42.617500
238,145.325000,-42.527500
239,145.415000,-42.527500
240,145.505000,-42.527500
241,145.595000,-42.527500
242,145.685000,-42.527500
243,145.775000,-42.527500
244,145.865000,-42.527500
245,145.955000,-42.527500
246,146.045000,-42.527500
247,146.135000,-42.527500
248,146.225000,-42.527500
249,146.315000,-42.527500
250,146.405000,-42.527500
251,146.495000,-42.527500
252,146.585000,-42.527500
253,146.675000,-42.527500
254,146.765000,-42.527500
255,146.855000,-42.527500
256,146.945000,-42.527500
257,147.035000,-42.527500
258,147.125000,-42.527500
259,147.215000,-42.527500
260,147.305000,-42.527500
261,147.395000,-42.527500
262,147.485000,-42.527500
263,147.575000,-42.527500
264,147.665000,-42.527500
265,147.755000,-42.527500
266,147.845000,-42.527500
267,147.935000,-42.527500
268,145.325000,-42.437500
269,145.415000,-42.437500
270,145.505000,-42.437500
271,145.595000,-42.437500
272,145.685000,-42.437500
273,145.775000,-42.437500
274,145.865000,-42.437500
275,145.955000,-42.437500
276,146.045000,-42.437500
277,146.135000,-42.437500
278,146.225000,-42.437500
279,146.315000,-42.437500
280,146.405000,-42.437500
281,146.495000,-42.437500
282,146.585000,-42.437500
283,146.675000,-42.437500
284,146.765000,-42.437500
285,146.855000,-42.437500
286,146.945000,-42.437500
287,147.035000,-42.437500
288,147.125000,-42.437500
289,147.215000,-42.437500
290,147.305000,-42.437500
291,147.395000,-42.437500
292,147.485000,-42.437500
293,147.575000,-42.437500
294,147.665000,-42.437500
295,147.755000,-42.437500
296,147.845000,-42.437500
297,147.935000,-42.437500
298,145.235000,-42.347500
299,145.325000,-42.347500
300,145.585000,-42.347500
301,145.675000,-42.347500
302,145.765000,-42.347500
303,145.855000,-42.347500
304,145.945000,-42.347500
305,146.035000,-42.347500
306,146.125000,-42.347500
307,146.215000,-42.347500
308,146.305000,-42.347500
309,146.395000,-42.347500
310,146.485000,-42.347500
311,146.575000,-42.347500
312,146.665000,-42.347500
313,146.755000,-42.347500
314,146.845000,-42.347500
315,146.935000,-42.347500
316,147.025000,-42.347500
317,147.115000,-42.347500
318,147.205000,-42.347500
319,147.295000,-42.347500
320,147.385000,-42.347500
321,147.475000,-42.347500
322,147.565000,-42.347500
323,147.655000,-42.347500
324,147.745000,-42.347500
325,147.835000,-42.347500
326,147.925000,-42.347500
327,148.015000,-42.347500
328,145.235000,-42.257500
329,145.405000,-42.257500
330,145.495000,-42.257500
331,145.585000,-42.257500
332,145.675000,-42.257500
333,145.765000,-42.257500
334,145.855000,-42.257500
335,145.945000,-42.257500
336,146.035000,-42.257500
337,146.125000,-42.257500
338,146.295000,-42.257500
339,146.385000,-42.257500
340,146.475000,-42.257500
341,146.565000,-42.257500
342,146.655000,-42.257500
343,146.745000,-42.257500
344,146.835000,-42.257500
345,146.925000,-42.257500
346,147.015000,-42.257500
347,147.105000,-42.257500
348,147.195000,-42.257500
349,147.285000,-42.257500
350,147.375000,-42.257500
351,147.465000,-42.257500
352,147.555000,-42.257500
353,147.645000,-42.257500
354,147.735000,-42.257500
355,147.825000,-42.257500
356,147.915000,-42.257500
357,148.005000,-42.257500
358,148.265000,-42.257500
359,145.325000,-42.167500
360,145.415000,-42.167500
361,145.505000,-42.167500
362,145.595000,-42.167500
363,145.685000,-42.167500
364,145.775000,-42.167500
365,145.865000,-42.167500
366,145.955000,-42.167500
367,146.045000,-42.167500
368,146.135000,-42.167500
369,146.305000,-42.167500
370,146.395000,-42.167500
371,146.485000,-42.167500
372,146.575000,-42.167500
373,146.665000,-42.167500
374,146.755000,-42.167500
375,146.845000,-42.167500
376,146.935000,-42.167500
377,147.025000,-42.167500
378,147.115000,-42.167500
379,147.205000,-42.167500
380,147.295000,-42.167500
381,147.385000,-42.167500
382,147.475000,-42.167500
383,147.565000,-42.167500
384,147.655000,-42.167500
385,147.745000,-42.167500
386,147.835000,-42.167500
387,147.925000,-42.167500
388,148.015000,-42.167500
389,148.275000,-42.167500
390,145.325000,-42.077500
391,145.415000,-42.077500
392,145.505000,-42.077500
393,145.595000,-42.077500
394,145.685000,-42.077500
395,145.775000,-42.077500
396,145.865000,-42.077500
397,145.955000,-42.077500
398,146.045000,-42.077500
399,146.135000,-42.077500
400,146.225000,-42.077500
401,146.315000,-42.077500
402,146.405000,-42.077500
403,146.495000,-42.077500
404,146.585000,-42.077500
405,146.675000,-42.077500
406,146.765000,-42.077500
407,146.855000,-42.077500
408,146.945000,-42.077500
409,147.035000,-42.077500
410,147.125000,-42.077500
411,147.215000,-42.077500
412,147.305000,-42.077500
413,147.395000,-42.077500
414,147.485000,-42.077500
415,147.575000,-42.077500
416,147.665000,-42.077500
417,147.755000,-42.077500
418,147.845000,-42.077500
419,147.935000,-42.077500
420,148.025000,-42.077500
421,148.115000,-42.077500
422,148.205000,-42.077500
423,148.295000,-42.077500
424,145.235000,-41.987500
425,145.325000,-41.987500
426,145.415000,-41.987500
427,145.505000,-41.987500
428,145.595000,-41.987500
429,145.685000,-41.987500
430,145.775000,-41.987500
431,145.865000,-41.987500
432,145.955000,-41.987500
433,146.045000,-41.987500
434,146.135000,-41.987500
435,146.225000,-41.987500
436,146.315000,-41.987500
437,146.405000,-41.987500
438,146.495000,-41.987500
439,146.585000,-41.987500
440,146.675000,-41.987500
441,146.765000,-41.987500
442,146.855000,-41.987500
443,146.945000,-41.987500
444,147.035000,-41.987500
445,147.125000,-41.987500
446,147.215000,-41.987500
447,147.305000,-41.987500
448,147.395000,-41.987500
449,147.485000,-41.987500
450,147.575000,-41.987500
451,147.665000,-41.987500
452,147.755000,-41.987500
453,147.845000,-41.987500
454,147.935000,-41.987500
455,148.025000,-41.987500
456,148.115000,-41.987500
457,148.205000,-41.987500
458,145.145000,-41.897500
459,145.235000,-41.897500
460,145.325000,-41.897500
461,145.415000,-41.897500
462,145.505000,-41.897500
463,145.595000,-41.897500
464,145.685000,-41.897500
465,145.775000,-41.897500
466,145.865000,-41.897500
467,145.955000,-41.897500
468,146.045000,-41.897500
469,146.135000,-41.897500
470,146.225000,-41.897500
471,146.315000,-41.897500
472,146.405000,-41.897500
473,146.495000,-41.897500
474,146.585000,-41.897500
475,146.675000,-41.897500
476,146.845000,-41.897500
477,146.935000,-41.897500
478,147.025000,-41.897500
479,147.115000,-41.897500
480,147.205000,-41.897500
481,147.295000,-41.897500
482,147.385000,-41.897500
483,147.475000,-41.897500
484,147.565000,-41.897500
485,147.655000,-41.897500
486,147.745000,-41.897500
487,147.835000,-41.897500
488,147.925000,-41.897500
489,148.015000,-41.897500
490,148.105000,-41.897500
491,148.195000,-41.897500
492,148.285000,-41.897500
493,145.065000,-41.807500
494,145.155000,-41.807500
495,145.245000,-41.807500
496,145.335000,-41.807500
497,145.425000,-41.807500
498,145.515000,-41.807500
499,145.605000,-41.807500
500,145.695000,-41.807500
501,145.785000,-41.807500
502,145.875000,-41.807500
503,145.965000,-41.807500
504,146.055000,-41.807500
505,146.145000,-41.807500
506,146.235000,-41.807500
507,146.325000,-41.807500
508,146.415000,-41.807500
509,146.505000,-41.807500
510,146.595000,-41.807500
511,146.685000,-41.807500
512,146.775000,-41.807500
513,146.865000,-41.807500
514,146.955000,-41.807500
515,147.045000,-41.807500
516,147.135000,-41.807500
517,147.225000,-41.807500
518,147.315000,-41.807500
519,147.405000,-41.807500
520,147.495000,-41.807500
521,147.585000,-41.807500
522,147.675000,-41.807500
523,147.765000,-41.807500
524,147.855000,-41.807500
525,147.945000,-41.807500
526,148.035000,-41.807500
527,148.125000,-41.807500
528,148.215000,-41.807500
529,144.975000,-41.717500
530,145.065000,-41.717500
531,145.155000,-41.717500
532,145.245000,-41.717500
533,145.335000,-41.717500
534,145.425000,-41.717500
535,145.515000,-41.717500
536,145.605000,-41.717500
537,145.695000,-41.717500
538,145.785000,-41.717500
539,145.875000,-41.717500
540,145.965000,-41.717500
541,146.055000,-41.717500
542,146.145000,-41.717500
543,146.235000,-41.717500
544,146.325000,-41.717500
545,146.415000,-41.717500
546,146.505000,-41.717500
547,146.595000,-41.717500
548,146.685000,-41.717500
549,146.775000,-41.717500
550,146.865000,-41.717500
551,146.955000,-41.717500
552,147.045000,-41.717500
553,147.135000,-41.717500
554,147.225000,-41.717500
555,147.315000,-41.717500
556,147.405000,-41.717500
557,147.495000,-41.717500
558,147.585000,-41.717500
559,147.675000,-41.717500
560,147.765000,-41.717500
561,147.855000,-41.717500
562,147.945000,-41.717500
563,148.035000,-41.717500
564,148.125000,-41.717500
565,148.215000,-41.717500
566,144.975000,-41.627500
567,145.065000,-41.627500
568,145.155000,-41.627500
569,145.245000,-41.627500
570,145.335000,-41.627500
571,145.425000,-41.627500
572,145.515000,-41.627500
573,145.605000,-41.627500
574,145.695000,-41.627500
575,145.785000,-41.627500
576,145.875000,-41.627500
577,145.965000,-41.627500
578,146.055000,-41.627500
579,146.145000,-41.627500
580,146.235000,-41.627500
581,146.325000,-41.627500
582,146.415000,-41.627500
583,146.505000,-41.627500
584,146.595000,-41.627500
585,146.685000,-41.627500
586,146.775000,-41.627500
587,146.865000,-41.627500
588,146.955000,-41.627500
589,147.045000,-41.627500
590,147.135000,-41.627500
591,147.225000,-41.627500
592,147.315000,-41.627500
593,147.405000,-41.627500
594,147.495000,-41.627500
595,147.585000,-41.627500
596,147.675000,-41.627500
597,147.765000,-41.627500
598,147.855000,-41.627500
599,147.945000,-41.627500
600,148.035000,-41.627500
601,148.125000,-41.627500
602,148.215000,-41.627500
603,148.305000,-41.627500
604,144.885000,-41.537500
605,144.975000,-41.537500
606,145.065000,-41.537500
607,145.155000,-41.537500
608,145.245000,-41.537500
609,145.335000,-41.537500
610,145.425000,-41.537500
611,145.515000,-41.537500
612,145.605000,-41.537500
613,145.695000,-41.537500
614,145.785000,-41.537500
615,145.875000,-41.537500
616,145.965000,-41.537500
617,146.055000,-41.537500
618,146.145000,-41.537500
619,146.235000,-41.537500
620,146.325000,-41.537500
621,146.415000,-41.537500
622,146.505000,-41.537500
623,146.595000,-41.537500
624,146.685000,-41.537500
625,146.775000,-41.537500
626,146.865000,-41.537500
627,146.955000,-41.537500
628,147.045000,-41.537500
629,147.135000,-41.537500
630,147.225000,-41.537500
631,147.315000,-41.537500
632,147.405000,-41.537500
633,147.495000,-41.537500
634,147.585000,-41.537500
635,147.675000,-41.537500
636,147.765000,-41.537500
637,147.855000,-41.537500
638,147.945000,-41.537500
639,148.035000,-41.537500
640,148.125000,-41.537500
641,148.215000,-41.537500
642,144.805000,-41.447500
643,144.895000,-41.447500
644,144.985000,-41.447500
645,145.075000,-41.447500
646,145.165000,-41.447500
647,145.255000,-41.447500
648,145.345000,-41.447500
649,145.435000,-41.447500
650,145.525000,-41.447500
651,145.615000,-41.447500
652,145.705000,-41.447500
