Response,Weights,X0,Y0,X1,Y1
0.886076,1.000000,146.511250,-43.508750,147.321250,-41.371250
0.882353,1.000000,146.511250,-43.508750,146.593750,-41.366250
0.750000,1.000000,146.511250,-43.508750,146.826250,-41.366250
0.512953,1.000000,146.511250,-43.508750,145.013750,-41.328750
0.892857,1.000000,146.511250,-43.508750,146.648750,-41.323750
0.887324,1.000000,146.511250,-43.508750,146.438750,-41.286250
0.766423,1.000000,146.511250,-43.508750,145.608750,-41.281250
0.893939,1.000000,146.511250,-43.508750,147.153750,-41.263750
0.854015,1.000000,146.511250,-43.508750,147.108750,-41.261250
0.864198,1.000000,146.511250,-43.508750,146.606250,-41.258750
0.863636,1.000000,146.511250,-43.508750,147.091250,-41.258750
0.862069,1.000000,146.511250,-43.508750,147.103750,-41.258750
0.855072,1.000000,146.511250,-43.508750,147.106250,-41.258750
0.928571,1.000000,146.511250,-43.508750,147.161250,-41.258750
0.865169,1.000000,146.511250,-43.508750,146.893750,-41.216250
0.924812,1.000000,146.511250,-43.508750,148.203750,-41.193750
0.875000,1.000000,146.511250,-43.508750,146.543750,-41.186250
0.984848,1.000000,146.511250,-43.508750,146.936250,-41.128750
0.800000,1.000000,146.511250,-43.508750,147.596250,-41.088750
0.890411,1.000000,146.511250,-43.508750,145.923750,-41.081250
0.750000,1.000000,146.511250,-43.508750,145.956250,-41.066250
0.751825,1.000000,146.511250,-43.508750,145.526250,-41.003750
0.863118,1.000000,146.511250,-43.508750,147.383750,-40.986250
0.708543,1.000000,146.511250,-43.508750,144.668750,-40.951250
0.738462,1.000000,146.511250,-43.508750,145.033750,-40.913750
0.769231,1.000000,146.511250,-43.508750,148.136250,-40.868750
0.768240,1.000000,146.511250,-43.508750,144.711250,-40.861250
0.775401,1.000000,146.511250,-43.508750,144.831250,-40.728750
0.848921,1.000000,146.511250,-43.508750,148.171250,-40.536250
0.937500,1.000000,146.511250,-43.508750,147.878750,-40.313750
0.950311,1.000000,146.511250,-43.508750,147.758750,-40.061250
0.791209,1.000000,146.176250,-43.431250,147.011250,-43.421250
0.941606,1.000000,146.176250,-43.431250,147.101250,-43.406250
0.459016,1.000000,146.176250,-43.431250,146.128750,-43.368750
0.456522,1.000000,146.176250,-43.431250,146.001250,-43.341250
0.953488,1.000000,146.176250,-43.431250,147.321250,-43.318750
0.979381,1.000000,146.176250,-43.431250,146.946250,-43.186250
0.958333,1.000000,146.176250,-43.431250,147.748750,-43.103750
0.936709,1.000000,146.176250,-43.431250,147.863750,-43.103750
0.939394,1.000000,146.176250,-43.431250,146.686250,-43.096250
0.949153,1.000000,146.176250,-43.431250,147.326250,-43.091250
0.926471,1.000000,146.176250,-43.431250,147.031250,-43.086250
0.922078,1.000000,146.176250,-43.431250,147.278750,-43.086250
0.936709,1.000000,146.176250,-43.431250,147.238750,-43.083750
0.941748,1.000000,146.176250,-43.431250,147.268750,-43.078750
1.000000,1.000000,146.176250,-43.431250,146.703750,-43.073750
0.963303,1.000000,146.176250,-43.431250,147.198750,-43.061250
0.797297,1.000000,146.176250,-43.431250,147.868750,-43.048750
0.936170,1.000000,146.176250,-43.431250,147.918750,-43.023750
0.966667,1.000000,146.176250,-43.431250,147.343750,-42.923750
1.000000,1.000000,146.176250,-43.431250,147.853750,-42.908750
0.756098,1.000000,146.176250,-43.431250,146.551250,-42.898750
0.950000,1.000000,146.176250,-43.431250,147.231250,-42.898750
1.000000,1.000000,146.176250,-43.431250,147.418750,-42.886250
0.980769,1.000000,146.176250,-43.431250,147.408750,-42.871250
0.956522,1.000000,146.176250,-43.431250,147.178750,-42.846250
1.000000,1.000000,146.176250,-43.431250,147.413750,-42.846250
0.980000,1.000000,146.176250,-43.431250,147.403750,-42.836250
0.975155,1.000000,146.176250,-43.431250,147.181250,-42.826250
0.987261,1.000000,146.176250,-43.431250,147.326250,-42.826250
0.968504,1.000000,146.176250,-43.431250,147.178750,-42.821250
0.978723,1.000000,146.176250,-43.431250,147.161250,-42.818750
1.000000,1.000000,146.176250,-43.431250,147.681250,-42.798750
0.774436,1.000000,146.176250,-43.431250,145.968750,-42.781250
0.863636,1.000000,146.176250,-43.431250,146.631250,-42.778750
0.985612,1.000000,146.176250,-43.431250,147.286250,-42.761250
0.971631,1.000000,146.176250,-43.431250,147.018750,-42.756250
1.000000,1.000000,146.176250,-43.431250,147.471250,-42.733750
0.982456,1.000000,146.176250,-43.431250,147.081250,-42.716250
0.945946,1.000000,146.176250,-43.431250,147.743750,-42.708750
0.953488,1.000000,146.176250,-43.431250,147.738750,-42.706250
0.968992,1.000000,146.176250,-43.431250,147.738750,-42.703750
0.983871,1.000000,146.176250,-43.431250,147.266250,-42.693750
0.977528,1.000000,146.176250,-43.431250,147.558750,-42.691250
0.932886,1.000000,146.176250,-43.431250,146.581250,-42.678750
1.000000,1.000000,146.176250,-43.431250,147.276250,-42.678750
0.978261,1.000000,146.176250,-43.431250,147.881250,-42.678750
0.932584,1.000000,146.176250,-43.431250,146.558750,-42.671250
0.851301,1.000000,146.176250,-43.431250,146.606250,-42.663750
0.984496,1.000000,146.176250,-43.431250,147.588750,-42.663750
0.981818,1.000000,146.176250,-43.431250,147.631250,-42.641250
0.983193,1.000000,146.176250,-43.431250,147.621250,-42.633750
0.970588,1.000000,146.176250,-43.431250,147.618750,-42.631250
0.984252,1.000000,146.176250,-43.431250,147.623750,-42.628750
1.000000,1.000000,146.176250,-43.431250,147.636250,-42.618750
1.000000,1.000000,146.176250,-43.431250,147.791250,-42.598750
0.960784,1.000000,146.176250,-43.431250,147.801250,-42.586250
