1.000000,0.000000,0.190998,0.124324,0.128954,0.172544,0.250999,0.359147,0.274752,0.192488
0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
0.190998,0.000000,1.000000,0.180118,0.407452,0.243514,0.104168,0.069313,0.075233,0.041310
0.124324,0.000000,0.180118,1.000000,0.407980,0.363054,0.264854,0.109086,0.254226,0.122669
0.128954,0.000000,0.407452,0.407980,1.000000,0.394007,0.149642,0.085311,0.119702,0.065728
0.172544,0.000000,0.243514,0.363054,0.394007,1.000000,0.379306,0.151395,0.289842,0.144399
0.250999,0.000000,0.104168,0.264854,0.149642,0.379306,1.000000,0.345254,0.436428,0.268181
0.359147,0.000000,0.069313,0.109086,0.085311,0.151395,0.345254,1.000000,0.327023,0.367626
0.274752,0.000000,0.075233,0.254226,0.119702,0.289842,0.436428,0.327023,1.000000,0.440612
0.192488,0.000000,0.041310,0.122669,0.065728,0.144399,0.268181,0.367626,0.440612,1.000000
