Class,X,Y,XTran,YTran,isothermality_2010_1kmTran,jan_rad_2010_1kmTran,mintempjuly_2010_1kmTran,precip_pet_ratio_2010_1kmTran
7,146.535000,-41.637500,0.299293,0.293811,1.021832,0.207004,0.447752,0.562755
7,146.655000,-41.637500,0.312449,0.293811,1.026393,0.224420,0.443588,0.446475
6,146.775000,-41.637500,0.325604,0.293811,1.004214,0.206766,0.311255,0.830394
7,146.895000,-41.637500,0.338760,0.293811,1.023242,0.250573,0.466950,0.268276
7,147.015000,-41.637500,0.351916,0.293811,1.022440,0.367583,0.508425,0.173260
7,147.135000,-41.637500,0.365072,0.293811,1.022933,0.396908,0.550033,0.070101
7,147.255000,-41.637500,0.378227,0.293811,1.024083,0.383436,0.558055,0.083839
7,147.375000,-41.637500,0.391383,0.293811,1.026914,0.317384,0.544471,0.110002
7,147.495000,-41.637500,0.404539,0.293811,1.021334,0.281798,0.460926,0.288625
7,147.615000,-41.637500,0.417694,0.293811,1.021227,0.227177,0.456998,0.328592
7,147.735000,-41.637500,0.430850,0.293811,1.009322,0.204150,0.436887,0.509811
7,147.855000,-41.637500,0.444006,0.293811,1.021282,0.206840,0.482171,0.276578
7,147.975000,-41.637500,0.457162,0.293811,1.050062,0.326068,0.519300,0.119373
7,148.095000,-41.637500,0.470317,0.293811,0.971605,0.202626,0.509932,0.523856
7,148.215000,-41.637500,0.483473,0.293811,1.019381,0.196310,0.586386,0.471417
4,144.855000,-41.517500,0.115113,0.280656,1.017954,0.205170,0.763150,0.842962
4,144.975000,-41.517500,0.128268,0.280656,0.986979,0.197802,0.707220,1.079600
4,145.095000,-41.517500,0.141424,0.280656,0.981922,0.190124,0.676303,1.144811
4,145.215000,-41.517500,0.154580,0.280656,1.001317,0.183577,0.664158,1.133758
4,145.335000,-41.517500,0.167736,0.280656,0.999134,0.189015,0.642897,1.193834
4,145.455000,-41.517500,0.180891,0.280656,0.866201,0.166431,0.560899,1.400122
4,145.575000,-41.517500,0.194047,0.280656,0.894931,0.185210,0.541161,1.310368
4,145.695000,-41.517500,0.207203,0.280656,0.877379,0.194727,0.516284,1.254620
4,145.815000,-41.517500,0.220359,0.280656,0.907555,0.198201,0.509994,1.204267
4,145.935000,-41.517500,0.233514,0.280656,0.739485,0.169690,0.411257,1.426991
4,146.055000,-41.517500,0.246670,0.280656,0.972719,0.197890,0.513777,1.061738
4,146.175000,-41.517500,0.259826,0.280656,0.955011,0.201451,0.466655,1.064435
7,146.295000,-41.517500,0.272981,0.280656,1.021316,0.205998,0.586526,0.607058
6,146.415000,-41.517500,0.286137,0.280656,1.007032,0.173651,0.479218,0.788559
7,146.535000,-41.517500,0.299293,0.280656,1.023372,0.210054,0.549632,0.406193
7,146.655000,-41.517500,0.312449,0.280656,1.022112,0.223241,0.495474,0.411156
7,146.775000,-41.517500,0.325604,0.280656,1.021055,0.301901,0.479430,0.317244
7,146.895000,-41.517500,0.338760,0.280656,1.020128,0.310904,0.524968,0.221954
7,147.015000,-41.517500,0.351916,0.280656,1.019219,0.384528,0.558290,0.163877
7,147.135000,-41.517500,0.365072,0.280656,1.019381,0.305229,0.557203,0.196644
7,147.255000,-41.517500,0.378227,0.280656,1.021013,0.352602,0.582865,0.142722
7,147.375000,-41.517500,0.391383,0.280656,1.020245,0.265568,0.504357,0.356692
7,147.495000,-41.517500,0.404539,0.280656,1.020726,0.258564,0.497857,0.367021
3,147.615000,-41.517500,0.417694,0.280656,0.151510,0.194767,0.204530,1.103865
7,147.735000,-41.517500,0.430850,0.280656,1.013843,0.205755,0.481611,0.510633
7,147.855000,-41.517500,0.444006,0.280656,1.019826,0.208354,0.508046,0.381452
7,147.975000,-41.517500,0.457162,0.280656,1.031677,0.238133,0.557819,0.230077
7,148.095000,-41.517500,0.470317,0.280656,1.022874,0.205259,0.580701,0.310716
7,148.215000,-41.517500,0.483473,0.280656,1.034594,0.205878,0.629564,0.265775
4,144.855000,-41.397500,0.115113,0.267500,1.006732,0.205726,0.748605,0.886848
4,144.975000,-41.397500,0.128268,0.267500,0.892686,0.195891,0.679170,1.184140
4,145.095000,-41.397500,0.141424,0.267500,0.972719,0.194727,0.679721,1.095471
4,145.215000,-41.397500,0.154580,0.267500,0.989264,0.195028,0.665431,1.076092
4,145.335000,-41.397500,0.167736,0.267500,0.935290,0.187720,0.624035,1.206025
4,145.455000,-41.397500,0.180891,0.267500,0.862717,0.177170,0.581116,1.286148
4,145.575000,-41.397500,0.194047,0.267500,0.908823,0.196666,0.574590,1.180185
4,145.695000,-41.397500,0.207203,0.267500,0.904139,0.203004,0.563544,1.109376
4,145.815000,-41.397500,0.220359,0.267500,0.897154,0.203539,0.549280,1.095873
4,145.935000,-41.397500,0.233514,0.267500,0.974365,0.195098,0.580474,0.908358
4,146.055000,-41.397500,0.246670,0.267500,0.967899,0.204545,0.564844,0.928218
7,146.175000,-41.397500,0.259826,0.267500,1.009185,0.206931,0.598358,0.665737
7,146.295000,-41.397500,0.272981,0.267500,1.017281,0.210163,0.610061,0.562745
7,146.415000,-41.397500,0.286137,0.267500,1.020003,0.206770,0.604146,0.453516
7,146.535000,-41.397500,0.299293,0.267500,1.020356,0.266594,0.593769,0.355515
7,146.655000,-41.397500,0.312449,0.267500,1.018498,0.229498,0.575075,0.357226
7,146.775000,-41.397500,0.325604,0.267500,1.012612,0.252075,0.548320,0.397412
7,146.895000,-41.397500,0.338760,0.267500,1.008487,0.235391,0.558338,0.350917
7,147.015000,-41.397500,0.351916,0.267500,1.006121,0.263467,0.574873,0.303814
7,147.135000,-41.397500,0.365072,0.267500,1.008487,0.325062,0.609144,0.136867
7,147.255000,-41.397500,0.378227,0.267500,1.010392,0.206913,0.540203,0.467194
6,147.375000,-41.397500,0.391383,0.267500,0.737480,0.202338,0.339494,0.960546
4,147.495000,-41.397500,0.404539,0.267500,0.969053,0.204393,0.466360,0.784970
6,147.615000,-41.397500,0.417694,0.267500,0.775624,0.202313,0.394258,0.983973
7,147.735000,-41.397500,0.430850,0.267500,1.006275,0.205755,0.522272,0.637907
7,147.855000,-41.397500,0.444006,0.267500,1.021108,0.205963,0.567573,0.450548
7,147.975000,-41.397500,0.457162,0.267500,1.017954,0.201865,0.573201,0.443051
7,148.095000,-41.397500,0.470317,0.267500,1.030830,0.207414,0.636584,0.261584
7,148.215000,-41.397500,0.483473,0.267500,1.030019,0.206671,0.655322,0.227735
9,144.725000,-41.277500,0.100861,0.254344,1.013407,0.224249,0.786197,0.652871
4,144.845000,-41.277500,0.114016,0.254344,0.972442,0.206001,0.735876,0.954359
4,144.965000,-41.277500,0.127172,0.254344,0.993807,0.203793,0.721557,0.982200
4,145.085000,-41.277500,0.140328,0.254344,0.991687,0.204915,0.700870,0.980872
4,145.205000,-41.277500,0.153484,0.254344,0.904998,0.201812,0.654715,1.113356
4,145.325000,-41.277500,0.166639,0.254344,0.896267,0.201904,0.634686,1.134005
4,145.445000,-41.277500,0.179795,0.254344,0.898038,0.198303,0.620197,1.116105
4,145.565000,-41.277500,0.192951,0.254344,0.941795,0.201759,0.624195,1.009643
4,145.685000,-41.277500,0.206106,0.254344,0.902845,0.205281,0.602427,1.012388
4,145.805000,-41.277500,0.219262,0.254344,0.948723,0.206730,0.610495,0.868778
4,145.925000,-41.277500,0.232418,0.254344,0.965255,0.206537,0.609271,0.747938
7,146.045000,-41.277500,0.245574,0.254344,0.994221,0.258270,0.615440,0.493488
7,146.165000,-41.277500,0.258729,0.254344,0.996047,0.239640,0.619539,0.534944
7,146.285000,-41.277500,0.271885,0.254344,1.009863,0.248365,0.630078,0.452502
7,146.405000,-41.277500,0.285041,0.254344,1.019274,0.346232,0.645854,0.299151
7,146.525000,-41.277500,0.298197,0.254344,1.013735,0.309340,0.634713,0.281932
7,146.645000,-41.277500,0.311352,0.254344,1.002365,0.247380,0.620539,0.321884
7,146.765000,-41.277500,0.324508,0.254344,0.981422,0.238133,0.581492,0.505874
7,146.885000,-41.277500,0.337664,0.254344,0.985806,0.261935,0.641162,0.263490
7,147.135000,-41.277500,0.365072,0.254344,0.995647,0.233720,0.604447,0.390848
4,147.255000,-41.277500,0.378227,0.254344,0.931941,0.206229,0.502748,0.775784
7,147.375000,-41.277500,0.391383,0.254344,0.996443,0.206905,0.562639,0.624049
7,147.495000,-41.277500,0.404539,0.254344,1.013843,0.207351,0.582865,0.586724
4,147.615000,-41.277500,0.417694,0.254344,0.914647,0.197152,0.508236,0.917202
7,147.735000,-41.277500,0.430850,0.254344,1.018432,0.211287,0.598443,0.569865
7,147.855000,-41.277500,0.444006,0.254344,0.992331,0.198881,0.579636,0.697064
7,147.975000,-41.277500,0.457162,0.254344,1.019733,0.206110,0.629483,0.468841
7,148.095000,-41.277500,0.470317,0.254344,1.021158,0.207262,0.664661,0.363785
7,148.215000,-41.277500,0.483473,0.254344,1.021146,0.207012,0.686418,0.271834
9,144.725000,-41.157500,0.100861,0.241188,0.991687,0.237055,0.778705,0.646016
4,144.845000,-41.157500,0.114016,0.241188,0.990156,0.207009,0.749970,0.782606
4,144.965000,-41.157500,0.127172,0.241188,0.998947,0.206923,0.729617,0.850660
4,145.085000,-41.157500,0.140328,0.241188,1.019328,0.207178,0.725505,0.760423
4,145.205000,-41.157500,0.153484,0.241188,0.997808,0.207107,0.699846,0.847220
4,145.325000,-41.157500,0.166639,0.241188,0.928911,0.206637,0.666649,0.970408
4,145.445000,-41.157500,0.179795,0.241188,1.001139,0.205162,0.684030,0.799815
4,145.565000,-41.157500,0.192951,0.241188,0.899797,0.206555,0.640521,0.952628
4,145.685000,-41.157500,0.206106,0.241188,0.948723,0.206696,0.649346,0.816633
7,145.805000,-41.157500,0.219262,0.241188,0.992968,0.243191,0.657557,0.569498
7,145.925000,-41.157500,0.232418,0.241188,0.975984,0.290845,0.645741,0.526508
7,146.045000,-41.157500,0.245574,0.241188,0.930053,0.207173,0.622574,0.659582
7,146.165000,-41.157500,0.258729,0.241188,1.012469,0.445478,0.674208,0.301412
7,146.285000,-41.157500,0.271885,0.241188,1.014779,0.447728,0.675028,0.281221
7,146.535000,-41.157500,0.299293,0.241188,1.003048,0.468876,0.680518,0.177275
7,146.655000,-41.157500,0.312449,0.241188,0.972441,0.367583,0.676120,0.208324
7,146.775000,-41.157500,0.325604,0.241188,0.947431,0.462471,0.703845,0.174825
7,146.895000,-41.157500,0.338760,0.241188,0.941362,0.402640,0.701935,0.219440
7,147.015000,-41.157500,0.351916,0.241188,0.961322,0.308718,0.668139,0.278859
7,147.135000,-41.157500,0.365072,0.241188,0.983646,0.217037,0.651318,0.319425
7,147.255000,-41.157500,0.378227,0.241188,0.999690,0.217597,0.634055,0.398596
7,147.375000,-41.157500,0.391383,0.241188,1.017043,0.282955,0.641442,0.378996
7,147.495000,-41.157500,0.404539,0.241188,1.020492,0.252836,0.637274,0.411292
7,147.615000,-41.157500,0.417694,0.241188,1.021137,0.323063,0.659980,0.294199
7,147.735000,-41.157500,0.430850,0.241188,1.018232,0.254519,0.650860,0.408627
7,147.855000,-41.157500,0.444006,0.241188,1.000057,0.203890,0.635207,0.564460
7,147.975000,-41.157500,0.457162,0.241188,0.963456,0.200129,0.626172,0.648001
7,148.095000,-41.157500,0.470317,0.241188,1.001669,0.206899,0.685207,0.462615
7,148.215000,-41.157500,0.483473,0.241188,1.002019,0.211203,0.711585,0.339880
9,144.725000,-41.037500,0.100861,0.228033,0.986512,0.285390,0.788614,0.572728
9,144.845000,-41.037500,0.114016,0.228033,1.007770,0.244436,0.766886,0.610657
9,144.965000,-41.037500,0.127172,0.228033,1.020391,0.242699,0.747906,0.624398
4,145.085000,-41.037500,0.140328,0.228033,0.999506,0.215810,0.718234,0.755907
4,145.205000,-41.037500,0.153484,0.228033,1.004539,0.207009,0.711421,0.728816
4,145.325000,-41.037500,0.166639,0.228033,0.975715,0.210934,0.697932,0.783878
4,145.445000,-41.037500,0.179795,0.228033,0.877380,0.207278,0.668109,0.904253
7,145.565000,-41.037500,0.192951,0.228033,1.012843,0.260049,0.696248,0.579808
7,145.685000,-41.037500,0.206106,0.228033,1.019685,0.285664,0.686729,0.467594
9,145.805000,-41.037500,0.219262,0.228033,1.020245,0.341786,0.694158,0.367158
7,146.915000,-41.037500,0.340953,0.228033,0.914236,0.465235,0.729279,0.180623
7,147.035000,-41.037500,0.354108,0.228033,0.936026,0.350505,0.694569,0.255819
7,147.155000,-41.037500,0.367264,0.228033,0.983889,0.404046,0.702796,0.187732
7,147.275000,-41.037500,0.380420,0.228033,1.007770,0.433608,0.696788,0.196050
7,147.395000,-41.037500,0.393576,0.228033,1.014879,0.334616,0.682548,0.257057
7,147.515000,-41.037500,0.406731,0.228033,1.019381,0.347083,0.698346,0.174985
7,147.635000,-41.037500,0.419887,0.228033,1.011657,0.301900,0.684742,0.280971
7,147.755000,-41.037500,0.433043,0.228033,0.992117,0.263311,0.676577,0.410376
7,147.875000,-41.037500,0.446199,0.228033,0.991253,0.301401,0.709235,0.328168
7,147.995000,-41.037500,0.459354,0.228033,0.973819,0.235009,0.726883,0.342209
7,148.115000,-41.037500,0.472510,0.228033,0.954687,0.236495,0.738585,0.344669
7,148.235000,-41.037500,0.485666,0.228033,0.959149,0.256232,0.766742,0.243992
9,144.725000,-40.917500,0.100861,0.214877,0.949735,0.333228,0.797162,0.521189
9,144.845000,-40.917500,0.114016,0.214877,0.998191,0.301900,0.775009,0.544026
9,144.965000,-40.917500,0.127172,0.214877,1.019636,0.280295,0.749199,0.554279
9,145.085000,-40.917500,0.140328,0.214877,1.026292,0.309443,0.733214,0.492254
9,145.205000,-40.917500,0.153484,0.214877,1.003885,0.259825,0.721624,0.622833
9,145.325000,-40.917500,0.166639,0.214877,1.014779,0.308718,0.729752,0.520118
9,145.445000,-40.917500,0.179795,0.214877,1.020207,0.335778,0.732466,0.414657
9,145.565000,-40.917500,0.192951,0.214877,1.021156,0.392129,0.723182,0.368515
7,147.665000,-40.917500,0.423176,0.214877,0.994837,0.528583,0.741100,0.119679
7,147.785000,-40.917500,0.436332,0.214877,0.974366,0.433917,0.752428,0.160265
7,147.905000,-40.917500,0.449487,0.214877,0.940015,0.386723,0.768293,0.186773
8,148.025000,-40.917500,0.462643,0.214877,0.887220,0.276737,0.781610,0.215753
8,148.145000,-40.917500,0.475799,0.214877,0.859699,0.278462,0.801362,0.191294
8,148.265000,-40.917500,0.488955,0.214877,0.884444,0.348177,0.819154,0.143804
9,144.725000,-40.797500,0.100861,0.201721,0.944604,0.421266,0.827882,0.407704
9,144.845000,-40.797500,0.114016,0.201721,0.992544,0.401890,0.797539,0.450610
9,144.965000,-40.797500,0.127172,0.201721,1.020207,0.363577,0.767607,0.468951
9,145.085000,-40.797500,0.140328,0.201721,1.025425,0.356592,0.744493,0.391802
8,148.055000,-40.797500,0.465932,0.201721,0.729384,0.323172,0.835261,0.114340
10,144.725000,-40.677500,0.100861,0.188565,0.933810,0.497876,0.854012,0.299875
9,144.975000,-40.677500,0.128268,0.188565,1.012141,0.454463,0.794564,0.369433
10,144.725000,-40.557500,0.100861,0.175410,0.928911,0.580796,0.863749,0.273583
8,148.185000,-40.557500,0.480184,0.175410,0.666541,0.358607,0.838646,0.092491
10,144.855000,-40.437500,0.115113,0.162254,0.935375,0.633615,0.851531,0.260321
8,148.075000,-40.437500,0.468125,0.162254,0.712854,0.362167,0.809492,0.126550
8,148.195000,-40.437500,0.481281,0.162254,0.745461,0.303205,0.813033,0.113820
8,148.315000,-40.437500,0.494436,0.162254,0.766187,0.354590,0.814346,0.112386
8,148.435000,-40.437500,0.507592,0.162254,0.772402,0.328326,0.815417,0.121323
8,148.315000,-40.317500,0.494436,0.149098,0.789748,0.390319,0.785641,0.149882
1,148.065000,-40.197500,0.467028,0.135943,0.095514,0.206333,0.698347,0.571777
8,148.185000,-40.197500,0.480184,0.135943,0.830159,0.347569,0.766814,0.174383
8,148.305000,-40.197500,0.493340,0.135943,0.840995,0.414219,0.773972,0.146219
10,143.865000,-40.077500,0.006578,0.122787,0.909665,0.654327,0.882614,0.395456
10,143.985000,-40.077500,0.019734,0.122787,0.874504,0.453010,0.880066,0.401268
8,148.065000,-40.077500,0.467028,0.122787,0.759153,0.351612,0.776433,0.197785
8,148.185000,-40.077500,0.480184,0.122787,0.838854,0.445029,0.780432,0.156552
10,143.865000,-39.957500,0.006578,0.109631,0.958626,0.531718,0.891743,0.320212
10,143.985000,-39.957500,0.019734,0.109631,0.847868,0.635764,0.875654,0.379753
10,144.105000,-39.957500,0.032889,0.109631,0.849434,0.588978,0.881017,0.348996
8,147.935000,-39.957500,0.452776,0.109631,0.739485,0.544418,0.805816,0.133414
8,148.055000,-39.957500,0.465932,0.109631,0.795758,0.577827,0.800793,0.132603
8,148.175000,-39.957500,0.479088,0.109631,0.816740,0.524728,0.794752,0.144087
10,143.865000,-39.837500,0.006578,0.096475,0.953056,0.636286,0.893568,0.294255
10,143.985000,-39.837500,0.019734,0.096475,0.899798,0.588975,0.886760,0.312740
10,144.105000,-39.837500,0.032889,0.096475,0.909665,0.639408,0.894367,0.278648
8,147.815000,-39.837500,0.439621,0.096475,0.615923,0.528030,0.818584,0.162472
8,147.935000,-39.837500,0.452776,0.096475,0.729384,0.571920,0.819543,0.126560
8,148.055000,-39.837500,0.465932,0.096475,0.788537,0.548767,0.816358,0.114468
10,143.865000,-39.717500,0.006578,0.083320,0.918309,0.644959,0.890488,0.297565
10,143.985000,-39.717500,0.019734,0.083320,0.916282,0.563536,0.893873,0.277434
10,144.105000,-39.717500,0.032889,0.083320,0.916282,0.648312,0.898437,0.252078
10,143.985000,-39.597500,0.019734,0.070164,0.926862,0.671905,0.898640,0.250979
2,147.325000,-39.477500,0.385901,0.057008,0.170174,0.686246,0.905702,0.154990
