1.000000,0.000000,0.186371,0.124479,0.126839,0.172854,0.265470,0.378777,0.280453,0.193717
0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
0.186371,0.000000,1.000000,0.165228,0.387121,0.216622,0.100371,0.070593,0.075462,0.039716
0.124479,0.000000,0.165228,1.000000,0.371843,0.371658,0.264210,0.107612,0.266126,0.115705
0.126839,0.000000,0.387121,0.371843,1.000000,0.366591,0.147619,0.087984,0.124661,0.065610
0.172854,0.000000,0.216622,0.371658,0.366591,1.000000,0.402682,0.149433,0.316318,0.137207
0.265470,0.000000,0.100371,0.264210,0.147619,0.402682,1.000000,0.353389,0.413128,0.244620
0.378777,0.000000,0.070593,0.107612,0.087984,0.149433,0.353389,1.000000,0.322523,0.350758
0.280453,0.000000,0.075462,0.266126,0.124661,0.316318,0.413128,0.322523,1.000000,0.421504
0.193717,0.000000,0.039716,0.115705,0.065610,0.137207,0.244620,0.350758,0.421504,1.000000
